Location,Price (RM),Rooms,Store,Bathrooms,Property Type,Size (sqft),Furnishing,Price/Sqft
31,1199494,1,1,1.0,16,677.0,2,1771.778434268833
85,13600000,7,0,9.0,9,16000.0,1,850.0
82,2500000,4,2,3.0,15,7200.0,1,347.22222222222223
53,3700000,5,0,5.0,16,3620.0,1,1022.0994475138122
53,1125000,2,0,2.0,16,886.0,0,1269.7516930022573
9,1900000,3,1,3.0,2,25.0,1,76000.0
64,750000,3,0,2.0,16,1122.0,2,668.4491978609626
4,4800000,4,1,5.0,12,6800.0,1,705.8823529411765
42,4000,3,1,3.0,12,1807.0,0,2.2136137244050915
66,1000000,3,0,3.0,12,1569.0,0,637.3486297004462
37,570000,4,0,2.0,0,20.0,3,28500.0
31,588000,3,1,3.0,12,1400.0,1,420.0
16,630000,3,1,3.0,12,1069.0,1,589.33582787652
3,9800000,4,1,5.0,12,7500.0,1,1306.6666666666667
54,5900000,5,0,6.0,9,16145.0,0,365.43821616599564
45,870000,2,0,2.0,16,850.0,0,1023.5294117647059
23,470000,3,1,2.0,12,1142.0,1,411.5586690017513
45,760000,1,0,1.0,16,603.0,0,1260.3648424543946
23,480000,1,1,2.0,16,719.0,1,667.5938803894297
85,2900,1,0,1.0,16,840.0,0,3.4523809523809526
9,11752100,5,0,7.0,12,6913.0,1,1700.0
85,1600000,3,0,3.0,16,1373.0,0,1165.3313911143482
16,530000,3,0,2.0,12,1224.0,0,433.0065359477124
45,915000,1,0,1.0,16,655.0,0,1396.9465648854962
37,420000,2,0,2.0,12,985.0,0,426.3959390862944
45,1623700,2,0,3.0,16,1249.0,0,1300.0
45,904500,1,0,1.0,16,603.0,0,1500.0
45,2050000,3,0,3.0,16,1798.0,0,1140.1557285873193
23,660000,5,0,3.0,2,22.0,3,30000.0
45,1600000,3,1,3.0,12,2229.0,0,717.8106774338269
45,1350000,3,1,3.0,12,1659.0,0,813.74321880651
45,999000,2,0,2.0,12,1140.0,0,876.3157894736842
24,690000,3,0,2.0,12,1200.0,0,575.0
27,7000000,6,0,7.0,9,2765.0,0,2531.6455696202534
9,4600000,3,1,4.0,12,3239.0,1,1420.1914171040444
9,3980000,3,1,4.0,12,3658.0,1,1088.026243849098
24,1500000,3,1,3.0,12,1900.0,1,789.4736842105264
24,1050000,2,0,2.0,12,1250.0,1,840.0
45,2199250,3,1,4.0,12,2315.0,1,950.0
45,4869700,5,1,6.0,12,4427.0,0,1100.0
3,2900000,6,0,6.0,15,40.0,1,72500.0
45,1990000,3,1,5.0,16,2208.0,0,901.268115942029
45,3100000,3,0,4.0,12,2808.0,0,1103.988603988604
45,1788000,3,1,4.0,16,2208.0,0,809.7826086956521
45,8100000,3,2,4.0,12,3218.0,1,2517.091361093847
45,4000000,3,1,4.0,12,2228.0,0,1795.3321364452424
37,3300000,6,1,5.0,9,9563.0,1,345.0799958172122
23,360000,3,0,2.0,12,960.0,1,375.0
30,360000,3,0,2.0,12,1195.0,1,301.255230125523
37,315000,3,0,2.0,12,820.0,2,384.1463414634146
6,680000,3,1,3.0,12,1316.0,0,516.7173252279636
3,475000,3,0,2.0,2,14.0,1,33928.57142857143
56,520000,4,0,3.0,2,18.0,1,28888.88888888889
51,310000,3,0,2.0,12,1076.0,1,288.10408921933083
3,435000,3,0,3.0,4,16.0,1,27187.5
23,938000,4,0,3.0,2,20.0,1,46900.0
59,430000,3,0,2.0,12,1088.0,1,395.22058823529414
23,330000,3,0,2.0,12,861.0,1,383.2752613240418
8,280000,3,0,2.0,8,854.0,2,327.8688524590164
31,528000,4,0,3.0,12,1473.0,0,358.4521384928717
9,3000000,3,1,4.0,12,2760.0,1,1086.9565217391305
9,2900000,3,1,4.0,12,2572.0,1,1127.5272161741834
9,3880000,4,1,6.0,12,3600.0,1,1077.7777777777778
9,3100000,3,1,4.0,12,2782.0,1,1114.3062544931704
23,378000,Studio,0,1.0,16,610.0,0,619.672131147541
27,1780000,4,2,5.0,16,2078.0,0,856.5928777670837
42,435000,3,0,2.0,12,1070.0,2,406.5420560747664
27,1620000,1,1,2.0,16,1194.0,1,1356.78391959799
37,405000,3,0,2.0,12,1246.0,1,325.0401284109149
65,900000,3,0,2.0,12,1300.0,1,692.3076923076923
65,840000,3,0,2.0,12,1319.0,1,636.8460955269144
65,850000,3,0,2.0,12,1319.0,1,644.4275966641395
3,50000000,7,1,8.0,9,6617.0,0,7556.29439322956
65,930000,3,0,2.0,12,1306.0,1,712.0980091883614
65,950000,3,0,2.0,12,1300.0,1,730.7692307692307
65,900000,3,0,2.0,12,1306.0,1,689.1271056661562
14,1465000,1,1,2.0,12,998.0,1,1467.935871743487
94,850000,3,1,3.0,12,1518.0,1,559.9472990777339
14,3200000,3,1,4.0,16,2013.0,0,1589.6671634376553
36,3800000,8,0,6.0,9,13154.0,2,288.88551011099287
47,450000,3,0,2.0,8,1100.0,0,409.09090909090907
69,570000,3,1,2.0,16,1207.0,1,472.24523612261805
67,3190000,4,1,5.0,15,3100.0,1,1029.032258064516
73,865000,3,0,3.0,12,1675.0,0,516.4179104477612
79,4700000,4,1,5.0,15,5546.0,1,847.457627118644
69,560000,4,0,2.0,12,1600.0,0,350.0
36,2600000,6,1,6.0,15,45.0,1,57777.77777777778
69,430000,3,0,2.0,0,1400.0,1,307.14285714285717
79,3650000,4,2,6.0,9,4238.0,2,861.2553091080698
79,1380000,4,0,3.0,2,22.0,2,62727.27272727273
79,1250000,4,0,3.0,2,22.0,0,56818.181818181816
53,4000000,5,1,5.0,12,5733.0,1,697.7149834292692
53,2380000,4,1,4.0,12,3055.0,1,779.050736497545
53,1780000,3,2,3.0,12,2580.0,1,689.922480620155
52,1780000,3,1,3.0,12,1905.0,0,934.3832020997376
31,1120000,4,1,4.0,12,1970.0,0,568.5279187817259
79,6800000,6,,8.0,12,7987.0,2,851.3834981845499
53,1950000,3,1,2.0,12,3000.0,0,650.0
14,760000,1,0,1.0,16,696.0,0,1091.9540229885058
16,2500000,4,1,4.0,3,25.0,1,100000.0
3,530000,2,0,1.0,16,948.0,0,559.0717299578059
16,2180000,5,0,4.0,3,34.0,1,64117.64705882353
31,500000,3,0,2.0,12,1100.0,0,454.54545454545456
94,925000,3,1,3.0,12,1551.0,1,596.3894261766602
53,1100000,3,1,3.0,12,1605.0,0,685.3582554517134
53,1170000,3,1,3.0,12,1605.0,0,728.9719626168225
53,1180000,3,1,3.0,12,1605.0,0,735.202492211838
85,1460000,3,1,3.0,12,1836.0,0,795.2069716775599
44,980000,2,0,1.0,12,811.0,1,1208.3847102342786
53,1080000,3,1,3.0,12,1500.0,0,720.0
45,1113700,2,0,2.0,12,1591.0,1,700.0
37,760000,3,1,2.0,12,1406.0,2,540.5405405405405
23,1550000,5,1,4.0,4,42.0,1,36904.76190476191
45,1085700,2,0,2.0,12,1551.0,1,700.0
45,1502900,2,1,3.0,12,2174.0,1,691.3063477460902
53,850000,3,0,2.0,16,1248.0,1,681.0897435897435
53,2380000,4,1,6.0,12,3410.0,1,697.9472140762464
53,1495000,3,1,4.0,12,1905.0,1,784.7769028871392
10,690000,2,0,2.0,16,815.0,0,846.6257668711656
31,4800000,5,1,6.0,15,2400.0,1,2000.0
53,2950000,5,1,6.0,12,3982.0,1,740.8337518834757
53,1650000,4,1,4.0,12,2780.0,1,593.5251798561151
53,3020000,4,1,4.0,12,3729.0,1,809.868597479217
53,2190000,3,1,4.0,12,2707.0,1,809.0136682674547
79,3700000,4,1,6.0,12,4526.0,2,817.4988952717631
53,1200000,3,1,3.0,12,1756.0,1,683.371298405467
53,3050000,5,1,6.0,3,2806.0,1,1086.9565217391305
47,1180000,5,0,6.0,3,22.0,1,53636.36363636364
9,1000000,2,0,2.0,16,1223.0,0,817.6614881439084
9,1400000,3,1,3.0,16,1610.0,1,869.5652173913044
9,720000,1,0,1.0,16,784.0,1,918.3673469387755
9,670000,Studio,0,1.0,16,671.0,0,998.5096870342772
47,370000,3,0,2.0,12,822.0,2,450.12165450121654
9,930000,2,0,2.0,16,1098.0,0,846.9945355191256
66,1200000,7,0,7.0,4,3500.0,1,342.85714285714283
53,2250000,4,1,4.0,12,3150.0,1,714.2857142857143
53,1750000,3,1,4.0,12,2580.0,1,678.2945736434109
47,360000,3,0,2.0,17,865.0,1,416.1849710982659
6,560000,3,0,2.0,2,16.0,2,35000.0
4,5010000,4,1,6.0,12,3950.0,1,1268.3544303797469
79,465000,1,0,1.0,16,578.0,0,804.4982698961937
36,550000,3,0,2.0,12,1011.0,1,544.0158259149357
36,429900,2,0,1.0,12,698.0,0,615.9025787965616
53,1450000,3,1,4.0,12,2163.0,1,670.3652334720296
36,560000,3,0,2.0,12,1011.0,0,553.9070227497527
53,1400000,3,1,3.0,12,1668.0,0,839.3285371702638
36,620000,3,0,2.0,12,911.0,1,680.5708013172338
45,4200000,3,0,3.0,12,2250.0,1,1866.6666666666667
23,630000,4,0,3.0,2,1650.0,1,381.8181818181818
53,1780000,4,1,4.0,12,2735.0,0,650.8226691042048
91,635000,3,0,2.0,16,1100.0,0,577.2727272727273
65,365000,3,0,2.0,8,920.0,1,396.7391304347826
52,2100000,3,1,4.0,12,1906.0,0,1101.7838405036725
38,520000,2,0,2.0,12,865.0,1,601.1560693641618
45,1230000,3,1,4.0,16,1378.0,1,892.5979680696662
45,1300000,3,1,4.0,16,1701.0,0,764.2563198118754
45,689000,Studio,0,1.0,16,689.0,1,1000.0
45,899000,2,1,3.0,16,1055.0,1,852.1327014218009
45,1050000,2,2,3.0,16,1335.0,1,786.5168539325842
45,834974,1,1,2.0,16,969.0,1,861.6862745098039
45,660000,Studio,0,1.0,16,689.0,1,957.9100145137882
45,1474000,2,0,2.0,16,1485.0,1,992.5925925925926
45,1280000,3,1,4.0,16,1701.0,0,752.4985302763081
45,1480000,2,0,2.0,16,1485.0,1,996.6329966329967
45,721000,1,0,1.0,16,721.0,1,1000.0
45,743000,1,0,1.0,16,743.0,1,1000.0
45,635000,Studio,0,1.0,16,635.0,1,1000.0
45,1400000,3,1,4.0,16,1701.0,1,823.0452674897119
45,1280000,3,1,3.0,16,1701.0,1,752.4985302763081
45,1350000,3,1,4.0,16,1701.0,1,793.6507936507936
45,850000,2,1,3.0,16,1055.0,1,805.6872037914692
45,1080000,2,2,3.0,16,1313.0,1,822.5437928408226
45,750000,Studio,0,1.0,16,721.0,1,1040.2219140083218
45,780000,1,1,1.0,16,904.0,1,862.8318584070796
45,830000,1,1,1.0,16,980.0,1,846.9387755102041
45,880000,2,1,3.0,16,1055.0,1,834.1232227488151
45,1280000,3,1,3.0,16,1378.0,1,928.8824383164006
45,1380000,3,1,4.0,16,1701.0,1,811.2874779541446
45,870000,1,1,1.0,16,980.0,1,887.7551020408164
45,950000,2,1,3.0,16,1055.0,1,900.473933649289
45,920000,2,1,3.0,16,1055.0,0,872.0379146919431
45,990000,2,1,3.0,16,1055.0,1,938.388625592417
45,1150000,3,1,4.0,16,1701.0,1,676.0728982951205
45,890000,2,1,3.0,16,1055.0,0,843.6018957345972
45,1000000,2,1,3.0,16,1335.0,1,749.0636704119851
45,750000,1,1,1.0,16,807.0,1,929.368029739777
45,1150000,3,1,4.0,16,1378.0,1,834.5428156748911
45,1200000,3,1,4.0,16,1378.0,0,870.8272859216255
45,689000,1,0,1.0,16,689.0,1,1000.0
45,2150000,2,0,2.0,16,1076.0,0,1998.1412639405205
45,3200000,3,0,3.0,16,1668.0,0,1918.4652278177457
45,528000,1,0,1.0,16,624.0,1,846.1538461538462
45,2282000,2,0,2.0,16,1087.0,0,2099.3560257589697
47,2320000,6,0,6.0,15,38.0,0,61052.63157894737
47,3400000,6,0,6.0,15,60.0,2,56666.666666666664
29,1630000,3,1,4.0,12,2066.0,1,788.9641819941917
58,270000,Studio,0,1.0,12,450.0,1,600.0
26,6480000,6,0,7.0,9,6307.0,0,1027.4298398604724
77,3600000,5,1,5.0,15,45.0,1,80000.0
31,3380000,6,1,7.0,15,54.0,1,62592.59259259259
47,1350000,4,0,4.0,2,29.0,1,46551.724137931036
6,380000,3,0,2.0,16,850.0,1,447.05882352941177
29,935000,2,0,2.0,12,1097.0,0,852.3245214220601
42,530000,2,0,2.0,16,753.0,0,703.8512616201859
42,600000,3,0,2.0,12,1090.0,0,550.4587155963303
14,580000,1,1,2.0,16,535.0,0,1084.1121495327102
53,2600000,5,1,6.0,12,4500.0,1,577.7777777777778
16,610000,3,0,2.0,12,1281.0,2,476.1904761904762
45,2400000,3,1,4.0,12,3439.0,0,697.8772899098575
47,490000,3,0,2.0,12,1030.0,2,475.7281553398058
69,518000,3,0,2.0,12,1190.0,2,435.29411764705884
69,490000,3,0,2.0,12,1450.0,2,337.9310344827586
79,2700000,4,1,6.0,12,3729.0,2,724.0547063555913
94,395000,1,1,2.0,16,657.0,1,601.2176560121766
53,3300000,6,1,7.0,9,3090.0,1,1067.9611650485438
16,628000,3,0,2.0,12,1236.0,1,508.0906148867314
16,618000,3,0,2.0,12,1232.0,1,501.6233766233766
16,750000,3,1,3.0,12,1293.0,1,580.046403712297
53,590000,2,1,2.0,12,1238.0,1,476.5751211631664
45,2200000,1,1,2.0,16,1087.0,1,2023.9190432382704
14,3980000,3,1,5.0,16,2405.0,0,1654.885654885655
53,2500000,4,1,6.0,12,3729.0,1,670.4210244033253
10,740000,1,1,1.0,16,861.0,1,859.465737514518
45,4200000,2,1,3.0,16,1668.0,1,2517.9856115107914
45,1000000,1,0,1.0,12,753.0,0,1328.0212483399735
38,310000,3,0,2.0,8,903.0,2,343.3001107419712
14,3600000,3,1,4.0,16,2013.0,0,1788.375558867362
14,660000,1,0,1.0,16,550.0,0,1200.0
24,610000,3,0,3.0,12,1300.0,0,469.2307692307692
38,699000,5,0,2.0,2,20.0,1,34950.0
16,428000,3,0,2.0,8,890.0,2,480.8988764044944
29,970000,4,0,3.0,2,22.0,0,44090.90909090909
6,950000,4,1,3.0,2,22.0,2,43181.818181818184
47,850000,4,0,3.0,2,22.0,0,38636.36363636364
6,3650000,6,0,5.0,15,45.0,0,81111.11111111111
27,3800000,3,1,3.0,16,2702.0,1,1406.3656550703183
27,2210850,2,1,2.0,16,1668.0,1,1325.4496402877699
27,1650000,1,1,2.0,16,1184.0,1,1393.581081081081
27,1500000,1,1,1.0,16,904.0,1,1659.2920353982302
42,1380566,2,0,2.0,16,895.0,1,1542.531843575419
42,1073374,1,1,1.0,16,688.0,1,1560.1366279069769
42,998210,1,1,1.0,16,625.0,1,1597.136
37,730000,2,0,2.0,16,1148.0,1,635.8885017421603
24,3700000,3,1,5.0,12,3285.0,1,1126.331811263318
37,700000,2,0,2.0,16,1112.0,1,629.4964028776978
37,560000,2,0,2.0,16,763.0,1,733.9449541284404
37,390000,1,0,2.0,16,775.0,1,503.2258064516129
37,610000,2,0,2.0,16,911.0,1,669.5938529088913
45,980000,1,0,1.0,16,627.0,0,1562.9984051036683
37,680000,3,0,2.0,16,814.0,0,835.3808353808354
37,718000,3,0,2.0,16,909.0,0,789.8789878987899
9,830000,2,0,2.0,12,1098.0,1,755.91985428051
9,680000,1,1,1.0,12,624.0,1,1089.7435897435898
9,4100000,4,1,5.0,12,4080.0,1,1004.9019607843137
9,1500000,3,1,3.0,12,1807.0,1,830.1051466519092
45,1200000,2,0,2.0,12,1124.0,0,1067.6156583629893
67,2500000,4,1,5.0,12,2900.0,0,862.0689655172414
67,720000,2,0,2.0,12,1022.0,1,704.5009784735812
67,1200000,3,1,3.0,12,1798.0,0,667.4082313681869
53,3681000,4,1,5.0,12,4090.0,1,900.0
53,3480000,4,1,5.0,12,3720.0,1,935.483870967742
53,3268000,4,1,5.0,12,3632.0,1,899.7797356828194
9,1600000,4,0,3.0,12,2239.0,1,714.6047342563644
69,498000,4,0,2.0,12,1272.0,1,391.50943396226415
67,890000,3,0,2.0,12,1305.0,1,681.992337164751
67,690000,2,0,2.0,12,1044.0,1,660.919540229885
9,1250000,3,0,2.0,12,1500.0,0,833.3333333333334
53,1350000,3,0,3.0,12,1603.0,1,842.170929507174
45,2572800,3,1,4.0,12,2144.0,1,1200.0
45,2357250,3,1,4.0,12,2245.0,1,1050.0
45,2464350,3,1,4.0,12,2347.0,1,1050.0
45,2715300,3,1,4.0,12,2586.0,1,1050.0
45,3051300,3,1,4.0,12,2906.0,1,1050.0
45,3341900,3,1,4.0,12,2906.0,1,1150.0
91,3500000,4,1,4.0,9,6000.0,1,583.3333333333334
91,3200000,4,1,5.0,9,6000.0,2,533.3333333333334
42,28000000,5,0,6.0,9,51924.0,1,539.2496725984131
42,20000000,5,2,5.0,9,61108.0,1,327.2893892779996
79,398000,3,0,2.0,12,938.0,1,424.30703624733474
29,1280000,2,1,2.0,12,1281.0,1,999.2193598750976
29,1308000,2,1,2.0,12,1346.0,1,971.7682020802378
79,378000,3,0,2.0,12,918.0,1,411.7647058823529
79,1250000,4,0,3.0,2,22.0,1,56818.181818181816
29,1230000,2,1,2.0,12,1375.0,1,894.5454545454545
29,1280000,3,0,2.0,12,1561.0,1,819.9871877001922
79,220000,2,0,2.0,8,600.0,0,366.6666666666667
9,7680000,4,1,6.0,12,5200.0,1,1476.923076923077
9,4080000,3,1,5.0,12,3658.0,1,1115.3635866593768
53,3899000,4,0,4.0,12,5090.0,1,766.0117878192534
53,2041942,4,0,4.0,12,2766.0,1,738.2292118582791
53,1657810,4,0,3.0,12,2163.0,1,766.4401294498382
27,1400000,1,0,1.0,16,904.0,1,1548.6725663716813
45,10648000,4,1,5.0,16,5952.0,1,1788.978494623656
47,538000,3,0,2.0,17,20.0,1,26900.0
6,780000,3,0,2.0,12,1400.0,2,557.1428571428571
45,860000,Studio,0,1.0,16,743.0,0,1157.4697173620457
45,2580000,3,1,3.0,16,1592.0,0,1620.6030150753768
27,12000000,5,1,9.0,9,8000.0,1,1500.0
66,493600,4,0,2.0,16,1001.0,2,493.1068931068931
79,370000,3,0,2.0,12,938.0,0,394.45628997867806
66,414600,3,0,2.0,16,850.0,2,487.7647058823529
79,2700000,4,1,5.0,12,3886.0,1,694.8018528049408
23,230000,3,0,2.0,8,800.0,3,287.5
16,388000,3,0,2.0,8,1093.0,3,354.98627630375114
53,1680000,3,0,2.0,12,1778.0,0,944.8818897637796
66,690000,2,0,3.0,12,999.0,0,690.6906906906906
16,580000,3,0,2.0,12,1100.0,2,527.2727272727273
42,490000,4,0,2.0,12,1184.0,2,413.85135135135135
23,504600,4,0,2.0,12,1000.0,1,504.6
53,920000,3,1,4.0,12,1828.0,1,503.28227571115974
19,4980000,4,1,6.0,15,4200.0,1,1185.7142857142858
3,850000,3,0,3.0,2,1470.0,1,578.2312925170068
53,2800000,5,1,5.0,12,2702.0,1,1036.2694300518135
53,1750000,3,1,4.0,12,1668.0,1,1049.1606714628297
53,1850000,4,1,5.0,12,1830.0,1,1010.9289617486339
53,1100000,3,1,3.0,12,1828.0,0,601.7505470459519
53,730000,3,0,2.0,12,1208.0,1,604.3046357615895
74,580000,3,0,2.0,12,1237.0,0,468.8763136620857
39,670000,2,0,2.0,16,890.0,1,752.8089887640449
53,820000,1,0,1.0,16,735.0,1,1115.6462585034014
69,430000,3,1,3.0,12,1335.0,1,322.09737827715355
69,200000,3,0,1.0,8,653.0,1,306.2787136294028
69,248000,3,0,2.0,12,845.0,2,293.49112426035504
69,630000,2,1,2.0,12,1098.0,1,573.7704918032787
94,845000,4,1,3.0,2,20.0,1,42250.0
85,550000,3,0,2.0,12,1260.0,0,436.5079365079365
79,1450000,4,1,4.0,12,2140.0,0,677.5700934579439
16,638000,3,0,2.0,12,1232.0,1,517.8571428571429
16,588000,2,0,2.0,12,1032.0,1,569.7674418604652
45,920000,2,1,3.0,16,1015.0,0,906.4039408866995
16,538000,3,0,3.0,12,1003.0,2,536.3908275174476
16,500000,3,1,2.0,12,1080.0,1,462.962962962963
24,3750000,3,1,5.0,12,3285.0,0,1141.552511415525
16,550000,3,0,3.0,12,1003.0,2,548.3549351944167
37,1750000,5,0,6.0,12,3068.0,1,570.4041720990873
24,10000000,2,2,5.0,12,6000.0,0,1666.6666666666667
82,500000,3,0,2.0,16,1007.0,1,496.52432969215494
69,525000,4,0,2.0,12,1313.0,1,399.8476770753999
69,540000,4,0,2.0,12,1313.0,1,411.2718964204113
69,530000,3,0,2.0,12,1450.0,1,365.51724137931035
69,420000,3,0,2.0,16,842.0,1,498.812351543943
69,450000,3,0,2.0,12,1207.0,1,372.8251864125932
69,488000,3,0,3.0,12,1219.0,2,400.3281378178835
91,620000,3,0,2.0,16,1160.0,1,534.4827586206897
69,505000,4,0,2.0,12,1333.0,1,378.84471117779447
69,380000,3,0,2.0,16,925.0,1,410.81081081081084
69,690000,3,0,2.0,12,1362.0,1,506.6079295154185
91,590000,3,0,2.0,16,1100.0,0,536.3636363636364
69,585000,3,0,2.0,12,1092.0,3,535.7142857142857
69,230000,3,0,2.0,8,715.0,0,321.67832167832165
69,450000,4,0,2.0,12,1272.0,1,353.77358490566036
69,555000,3,1,2.0,12,1600.0,1,346.875
69,485000,4,0,2.0,12,1272.0,1,381.28930817610063
91,630000,3,0,2.0,16,1100.0,1,572.7272727272727
69,520000,4,0,2.0,12,1313.0,1,396.03960396039605
69,430000,3,0,2.0,12,1207.0,1,356.2551781275891
69,460000,3,0,2.0,12,1207.0,1,381.1101905550953
69,430000,4,0,2.0,12,1272.0,1,338.0503144654088
69,500000,3,0,2.0,12,1313.0,1,380.8073115003808
69,610000,4,0,2.0,12,1408.0,1,433.2386363636364
69,500000,4,0,2.0,12,1313.0,1,380.8073115003808
69,460000,3,0,2.0,12,1272.0,1,361.6352201257862
69,480000,3,0,2.0,12,1066.0,1,450.281425891182
47,1400000,5,0,4.0,3,22.0,1,63636.36363636364
69,1200000,3,0,2.0,12,1414.0,1,848.6562942008486
75,730000,2,1,2.0,16,1025.0,0,712.1951219512196
74,390000,3,0,2.0,12,1045.0,1,373.20574162679424
65,690000,3,1,3.0,12,1262.0,1,546.7511885895404
27,1770000,1,1,2.0,16,1152.0,1,1536.4583333333333
79,1400000,4,1,4.0,12,2140.0,0,654.2056074766355
69,2600000,5,0,4.0,9,6230.0,2,417.3354735152488
94,890000,4,0,3.0,2,2800.0,1,317.85714285714283
3,2400,2,0,2.0,16,856.0,0,2.803738317757009
28,1079000,2,1,2.0,16,1410.0,1,765.2482269503546
51,398000,3,0,2.0,12,980.0,2,406.1224489795918
85,1560000,2,1,2.0,16,1445.0,1,1079.5847750865053
53,1388000,5,1,5.0,12,2069.0,1,670.8554857419043
45,4500000,5,1,6.0,16,5433.0,1,828.2716731087796
69,530000,4,0,2.0,12,1378.0,2,384.61538461538464
69,538000,3,0,2.0,12,1473.0,1,365.2410047522064
69,520000,3,0,2.0,12,1100.0,2,472.72727272727275
69,490000,3,0,2.0,16,1040.0,1,471.15384615384613
23,1250000,5,0,3.0,3,2300.0,0,543.4782608695652
69,450000,4,0,2.0,12,1328.0,2,338.855421686747
69,498000,4,0,2.0,12,1328.0,2,375.0
69,545000,3,0,2.0,12,908.0,2,600.2202643171806
94,3400000,8,0,8.0,9,40.0,1,85000.0
45,5800000,5,1,6.0,16,5429.0,0,1068.3367102597163
45,2700000,3,1,4.0,16,3000.0,1,900.0
38,420000,3,0,2.0,8,1200.0,0,350.0
30,295000,3,0,2.0,8,910.0,1,324.1758241758242
14,660000,2,0,2.0,16,783.0,0,842.911877394636
82,2200000,5,0,7.0,9,4859.0,1,452.76805927145506
38,520000,3,0,2.0,12,1100.0,0,472.72727272727275
29,3100000,3,1,4.0,4,3211.0,1,965.4313298037995
31,3380000,5,1,5.0,15,40.0,1,84500.0
29,2380000,5,1,6.0,4,22.0,1,108181.81818181818
23,455000,3,0,2.0,12,900.0,1,505.55555555555554
75,1150000,5,0,5.0,4,22.0,2,52272.72727272727
23,1320000,5,1,5.0,4,24.0,3,55000.0
23,780000,3,1,2.0,2,38.0,1,20526.315789473683
94,630000,2,1,2.0,12,991.0,2,635.7214934409687
30,550000,3,0,2.0,12,1144.0,1,480.7692307692308
74,390000,3,0,3.0,12,1017.0,1,383.48082595870204
37,628000,3,2,1.0,12,730.0,1,860.2739726027397
74,340000,3,0,2.0,12,1017.0,1,334.3166175024582
30,450000,3,0,2.0,12,1038.0,0,433.52601156069363
37,790000,3,0,2.0,12,1048.0,1,753.8167938931298
16,560000,3,0,2.0,12,1080.0,1,518.5185185185185
30,348000,3,0,2.0,8,1002.0,1,347.3053892215569
30,440000,3,0,2.0,12,1144.0,0,384.61538461538464
16,560000,4,0,3.0,8,1695.0,1,330.3834808259587
23,500000,3,0,2.0,12,1050.0,2,476.1904761904762
69,450000,3,0,2.0,12,1280.0,2,351.5625
24,1400000,1,0,2.0,16,1131.0,0,1237.842617152962
9,8500000,5,2,7.0,9,12000.0,1,708.3333333333334
94,998000,3,0,2.0,12,1528.0,2,653.1413612565445
3,2000000,6,0,6.0,15,4969.0,0,402.4954719259408
69,880000,3,0,3.0,12,1477.0,2,595.8023019634394
69,830000,3,0,3.0,12,1441.0,2,575.9888965995837
23,1380000,4,1,4.0,2,3200.0,2,431.25
82,3290000,4,1,5.0,15,3638.0,1,904.3430456294667
3,2290000,6,1,6.0,15,36.0,0,63611.11111111111
94,1400000,6,0,4.0,3,24.0,1,58333.333333333336
94,1280000,4,0,4.0,12,2031.0,1,630.2314130969966
82,1700000,5,0,5.0,9,3393.0,1,501.03153551429415
45,6750000,5,1,6.0,12,6552.0,1,1030.2197802197802
82,3100000,5,0,4.0,9,8000.0,1,387.5
29,2380000,5,1,6.0,4,22.0,1,108181.81818181818
91,2500000,6,0,6.0,9,6000.0,1,416.6666666666667
82,4800000,9,0,9.0,9,7700.0,1,623.3766233766233
45,4100000,4,1,6.0,16,3300.0,0,1242.4242424242425
82,3000000,5,1,8.0,9,6000.0,1,500.0
82,2500000,5,0,5.0,9,4616.0,1,541.5944540727903
94,1280000,6,0,4.0,3,22.0,1,58181.818181818184
82,2200000,6,0,6.0,15,38.0,3,57894.73684210526
69,960000,3,1,3.0,12,1610.0,2,596.2732919254659
69,1700000,4,1,5.0,12,2646.0,2,642.4792139077854
69,1100000,3,1,4.0,12,1746.0,2,630.0114547537228
69,980000,3,1,3.0,12,1610.0,2,608.695652173913
94,1380000,6,0,4.0,3,24.0,1,57500.0
82,2600000,4,0,5.0,9,50.0,1,52000.0
3,1400000,6,0,6.0,4,22.0,2,63636.36363636364
3,2400000,6,1,6.0,15,36.0,1,66666.66666666667
82,3350000,4,1,5.0,15,4166.0,2,804.1286605856938
45,2450000,3,1,5.0,12,3335.0,0,734.6326836581709
82,2050000,6,0,6.0,15,38.0,2,53947.36842105263
82,3280000,5,1,8.0,9,6000.0,1,546.6666666666666
94,1000000,4,1,3.0,12,1820.0,1,549.4505494505495
69,400000,3,0,2.0,12,1231.0,2,324.93907392363934
3,1300000,6,0,8.0,4,22.0,2,59090.90909090909
82,2200000,5,0,5.0,4,26.0,1,84615.38461538461
82,880000,5,0,3.0,4,2324.0,1,378.65748709122204
82,1580000,4,0,4.0,17,32.0,1,49375.0
3,2500000,6,0,6.0,9,45.0,2,55555.555555555555
82,2380000,6,1,5.0,9,5000.0,1,476.0
45,2708400,2,1,3.0,12,2257.0,1,1200.0
45,4558000,5,1,6.0,12,4427.0,1,1029.5911452450869
37,1390000,3,1,4.0,12,2638.0,1,526.9143290371494
79,1480000,3,0,2.0,12,2640.0,0,560.6060606060606
74,850000,4,0,4.0,12,1851.0,0,459.2112371690978
39,430000,Studio,0,1.0,16,500.0,0,860.0
39,952500,3,1,2.0,16,1270.0,0,750.0
48,1200000,4,0,4.0,12,1986.0,2,604.2296072507553
79,520000,2,0,2.0,12,997.0,0,521.5646940822468
16,588000,3,0,2.0,12,1069.0,1,550.0467726847521
79,600000,3,0,2.0,12,1261.0,0,475.8128469468676
