Location,Price (RM),Rooms,Store,Bathrooms,Property Type,Size (sqft),Furnishing,Price/Sqft
47,670000,3,0,2.0,0,22.0,2,30454.545454545456
43,1200000,2,0,2.0,12,915.0,0,1311.4754098360656
45,1897720,3,2,4.0,12,2497.0,0,760.0
45,1550000,3,0,2.0,16,1496.0,0,1036.096256684492
85,298000,Studio,0,1.0,16,472.0,2,631.3559322033898
53,1035000,3,2,4.0,12,1991.0,3,519.8392767453541
85,1000000,1,0,1.0,16,840.0,1,1190.4761904761904
85,935000,3,0,2.0,16,1102.0,1,848.4573502722324
85,900000,3,0,2.0,12,1470.0,1,612.2448979591836
85,850000,3,0,3.0,17,1345.0,1,631.9702602230483
25,11800000,7,0,8.0,9,8622.0,0,1368.591974019949
85,1920000,4,0,3.0,2,24.0,1,80000.0
45,820000,2,0,1.0,16,872.0,0,940.3669724770642
45,5570000,3,1,4.0,12,2228.0,1,2500.0
45,4800000,3,1,4.0,12,3606.0,0,1331.1148086522462
23,938000,4,0,3.0,2,22.0,1,42636.36363636364
53,1198000,3,0,2.0,12,0.0,0,inf
74,1100000,4,0,4.0,2,22.0,1,50000.0
64,600000,3,0,2.0,16,1058.0,1,567.1077504725898
42,399000,3,0,2.0,12,860.0,2,463.95348837209303
94,390000,3,0,2.0,3,14.0,1,27857.14285714286
53,930000,3,0,2.0,12,0.0,0,inf
23,545000,2,0,2.0,12,962.0,1,566.5280665280666
45,3500000,3,1,5.0,16,3750.0,0,933.3333333333334
53,693600,3,0,2.0,12,1238.0,1,560.2584814216478
53,849000,3,0,2.0,12,0.0,0,inf
37,380000,3,0,2.0,12,1065.0,1,356.8075117370892
4,10400000,5,1,6.0,9,13000.0,0,800.0
31,1300000,3,1,4.0,12,1719.0,1,756.2536358347877
53,750000,2,1,2.0,12,1249.0,0,600.480384307446
23,480000,2,0,2.0,16,916.0,0,524.0174672489082
74,748000,3,0,3.0,1,22.0,1,34000.0
16,425000,3,0,2.0,12,1091.0,1,389.55087076076995
23,625000,2,1,2.0,16,920.0,2,679.3478260869565
53,2050000,4,1,5.0,12,2700.0,1,759.2592592592592
23,490000,1,1,2.0,16,719.0,1,681.5020862308762
69,380000,3,0,2.0,12,927.0,0,409.9244875943905
27,1250000,2,1,2.0,12,1205.0,1,1037.344398340249
23,660000,3,2,4.0,17,2333.0,1,282.8975567938277
69,385000,Studio,0,1.0,16,618.0,1,622.9773462783171
82,498000,2,0,2.0,2,14.0,1,35571.42857142857
94,1400000,6,0,4.0,2,30.0,1,46666.666666666664
94,438000,3,0,2.0,3,1000.0,2,438.0
69,1250000,5,0,4.0,12,3623.0,1,345.0179409329285
70,920000,4,0,3.0,4,22.0,2,41818.181818181816
69,550000,4,0,2.0,0,1400.0,2,392.85714285714283
23,338000,3,1,2.0,12,903.0,2,374.3078626799557
66,285000,3,0,2.0,8,838.0,2,340.09546539379477
3,4950000,5,0,5.0,9,7923.0,2,624.7633472169633
66,399000,3,0,2.0,8,1061.0,2,376.0603204524034
27,6500000,5,0,6.0,9,6300.0,1,1031.7460317460318
16,1700000,5,0,4.0,3,24.0,1,70833.33333333333
37,1000000,4,0,3.0,2,22.0,1,45454.545454545456
53,2200000,4,1,6.0,12,2906.0,1,757.0543702684101
59,336000,3,0,2.0,13,764.0,2,439.79057591623035
94,699999,3,0,2.0,2,1080.0,1,648.1472222222222
45,1100000,1,1,1.0,16,635.0,1,1732.283464566929
47,198000,3,0,2.0,13,650.0,2,304.61538461538464
47,1580000,5,0,5.0,4,32.0,1,49375.0
37,680000,3,1,2.0,12,935.0,1,727.2727272727273
16,2850000,4,1,5.0,12,4363.0,1,653.2202612881046
16,1800000,3,1,4.0,12,2565.0,1,701.7543859649123
45,13000000,5,2,7.0,16,7600.0,0,1710.5263157894738
53,1750000,3,1,4.0,12,2648.0,0,660.8761329305136
53,1520000,3,1,3.0,12,2257.0,0,673.4603455914931
69,590000,3,1,3.0,12,1416.0,1,416.6666666666667
23,1280000,3,0,3.0,12,1675.0,0,764.179104477612
16,395000,3,0,2.0,12,1222.0,0,323.240589198036
36,580000,3,0,2.0,12,1037.0,1,559.3056894889103
69,585000,3,0,2.0,12,1333.0,0,438.85971492873216
94,500000,3,0,2.0,12,1150.0,0,434.7826086956522
69,640000,4,0,3.0,12,1563.0,1,409.4689699296225
66,460000,3,0,2.0,12,1230.0,2,373.9837398373984
31,570000,3,0,2.0,12,1450.0,1,393.1034482758621
69,1750000,4,1,4.0,12,2685.0,0,651.7690875232774
69,440000,4,0,2.0,12,1272.0,1,345.9119496855346
37,780000,3,0,2.0,12,1392.0,1,560.3448275862069
45,490000,Studio,0,1.0,16,493.0,1,993.9148073022312
91,5500000,5,2,5.0,9,7300.0,1,753.4246575342465
69,580000,3,0,2.0,16,2081.0,0,278.71215761653053
91,4500000,6,1,7.0,9,9353.0,1,481.1290495028333
9,1200000,2,0,2.0,12,1052.0,1,1140.6844106463877
66,1223540,3,0,3.0,12,1517.0,2,806.5524060646012
74,288000,3,0,2.0,12,882.0,1,326.53061224489795
9,850000,2,1,2.0,12,1050.0,0,809.5238095238095
53,2100000,3,1,4.0,12,2411.0,0,871.0078805474907
16,560000,3,0,2.0,12,1404.0,0,398.86039886039885
53,909000,2,0,2.0,12,0.0,1,inf
69,520000,3,0,2.0,12,1302.0,1,399.38556067588326
53,595000,1,0,1.0,12,0.0,0,inf
47,600000,3,0,2.0,12,1074.0,1,558.659217877095
65,700000,3,1,3.0,12,1262.0,1,554.6751188589541
69,333000,2,0,2.0,16,650.0,1,512.3076923076923
51,888000,3,1,3.0,12,1733.0,1,512.406231967686
82,2500000,5,0,3.0,15,4500.0,1,555.5555555555555
69,180000,3,0,1.0,13,700.0,2,257.14285714285717
23,680000,4,0,2.0,16,1485.0,1,457.9124579124579
69,190000,3,0,1.0,13,700.0,2,271.42857142857144
74,360000,3,0,2.0,12,1140.0,0,315.7894736842105
37,360000,2,1,2.0,12,819.0,2,439.56043956043953
16,575000,2,0,2.0,12,1032.0,2,557.1705426356589
37,700000,3,0,2.0,16,909.0,0,770.0770077007701
53,2300950,3,1,4.0,12,2707.0,1,850.0
53,3130200,4,1,4.0,12,3478.0,0,900.0
23,550000,4,0,3.0,2,18.0,1,30555.555555555555
73,500000,1,0,1.0,16,640.0,0,781.25
27,6500000,4,0,5.0,9,9700.0,1,670.1030927835052
53,849000,3,0,2.0,12,0.0,1,inf
53,1550000,4,1,4.0,12,2318.0,1,668.6798964624677
27,5600000,8,0,6.0,9,9700.0,1,577.319587628866
45,2550000,4,1,6.0,12,2916.0,0,874.4855967078189
45,3300000,4,1,6.0,12,3800.0,1,868.421052631579
10,1700000,3,1,4.0,12,2095.0,0,811.4558472553699
45,2259100,2,1,2.0,16,1189.0,0,1900.0
3,3600000,6,1,7.0,15,3520.0,0,1022.7272727272727
45,4138050,5,1,6.0,12,3941.0,1,1050.0
3,1500000,5,0,6.0,4,1670.0,1,898.2035928143713
9,1410388,2,0,2.0,16,980.0,2,1439.1714285714286
42,4500000,8,1,8.0,9,9500.0,0,473.6842105263158
45,4492500,4,2,5.0,16,2995.0,0,1500.0
45,5391000,4,2,5.0,16,2995.0,0,1800.0
4,15800000,8,0,8.0,9,17200.0,0,918.6046511627907
14,4160650,3,1,5.0,16,2405.0,1,1730.0
45,3842850,3,1,4.0,16,3897.0,1,986.1046959199384
45,3800000,4,1,6.0,12,3800.0,1,1000.0
24,840000,1,0,2.0,16,943.0,0,890.7741251325557
14,4496500,3,1,5.0,16,2645.0,1,1700.0
14,3422100,3,1,5.0,16,2013.0,0,1700.0
45,1550000,2,1,2.0,16,1067.0,0,1452.6710402999063
45,11420200,4,1,5.0,16,5770.0,0,1979.2374350086654
45,9980300,3,1,5.0,16,5382.0,1,1854.3849869936826
45,1450000,2,0,2.0,16,854.0,0,1697.8922716627635
45,2800000,1,1,2.0,16,1076.0,1,2602.2304832713753
45,4400000,4,1,4.0,16,2525.0,0,1742.5742574257426
3,1500000,3,1,4.0,12,1876.0,0,799.5735607675906
53,1030000,4,0,3.0,12,1600.0,0,643.75
24,1874600,2,1,3.0,16,1442.0,1,1300.0
74,800000,3,1,3.0,3,22.0,1,36363.63636363636
75,1350000,4,1,5.0,4,20.0,1,67500.0
23,1100000,4,1,5.0,4,20.0,1,55000.0
75,1100000,4,1,5.0,4,20.0,1,55000.0
24,850000,3,1,3.0,12,1323.0,1,642.4792139077854
23,3200000,6,0,6.0,15,40.0,1,80000.0
75,618000,3,0,2.0,16,882.0,1,700.6802721088435
23,5000000,8,1,9.0,9,7000.0,1,714.2857142857143
69,780000,4,1,3.0,12,2551.0,1,305.7624460995688
23,800000,4,0,3.0,2,22.0,0,36363.63636363636
69,1200000,3,0,3.0,12,1980.0,0,606.060606060606
53,3000000,3,1,4.0,12,3000.0,0,1000.0
53,1099000,3,0,2.0,12,0.0,1,inf
23,530000,3,0,2.0,12,1000.0,1,530.0
66,966000,3,0,3.0,12,1238.0,1,780.2907915993538
53,670000,Studio,0,1.0,16,672.0,0,997.0238095238095
29,1290000,2,1,3.0,12,1507.0,1,856.0053085600531
53,2100000,3,0,3.0,12,2093.0,0,1003.3444816053511
16,780000,3,0,2.0,12,1404.0,1,555.5555555555555
45,2854370,3,1,3.0,12,3439.0,0,830.0
45,2580470,3,0,3.0,12,3109.0,0,830.0
45,2200000,3,1,3.0,16,1596.0,0,1378.4461152882207
10,1100000,2,1,2.0,12,1260.0,1,873.015873015873
29,1200000,2,0,1.0,12,904.0,0,1327.4336283185842
29,830000,1,1,1.0,12,904.0,0,918.141592920354
29,850000,1,0,1.0,12,904.0,0,940.2654867256637
53,1480000,3,1,3.0,12,1496.0,1,989.3048128342245
94,850000,3,0,2.0,12,1259.0,0,675.1389992057188
45,756000,1,1,1.0,12,915.0,0,826.2295081967213
53,2300000,3,1,4.0,12,2700.0,0,851.8518518518518
3,2300000,3,1,3.0,16,1920.0,1,1197.9166666666667
69,380000,3,0,2.0,12,1197.0,1,317.46031746031747
37,690000,1,0,1.0,12,708.0,0,974.5762711864406
51,1350000,4,0,2.0,15,3200.0,1,421.875
45,2900000,2,1,3.0,16,1668.0,1,1738.609112709832
53,1350000,3,1,4.0,12,2028.0,0,665.6804733727811
12,486000,2,0,2.0,16,486.0,0,1000.0
47,640000,3,1,2.0,16,1292.0,1,495.35603715170276
47,580000,3,1,2.0,16,1162.0,1,499.1394148020654
3,2790000,5,0,5.0,9,5995.0,1,465.38782318598834
74,188000,2,0,1.0,8,703.0,1,267.425320056899
53,1572000,4,1,4.0,12,2065.0,1,761.2590799031477
27,12800000,9,1,8.0,9,22000.0,1,581.8181818181819
27,13000000,5,0,5.0,9,11722.0,0,1109.0257635215833
51,948000,3,1,3.0,12,1948.0,0,486.652977412731
36,630000,3,0,2.0,12,978.0,1,644.1717791411043
37,370000,3,0,2.0,12,1032.0,1,358.52713178294573
38,460000,2,1,2.0,16,858.0,2,536.1305361305361
29,3350000,6,0,7.0,4,5448.0,1,614.9045521292218
29,2990000,5,0,6.0,5,3656.0,0,817.8336980306345
29,2300000,5,0,4.0,4,2775.0,0,828.8288288288288
29,2400000,5,0,5.0,4,3500.0,0,685.7142857142857
11,630000,2,0,2.0,16,861.0,1,731.7073170731708
23,548000,3,0,2.0,12,1050.0,0,521.9047619047619
38,677000,3,1,2.0,16,1129.0,2,599.6457041629761
38,890000,3,1,3.0,16,1538.0,2,578.6736020806242
59,1200000,4,1,3.0,12,1646.0,2,729.0400972053463
23,558000,3,0,2.0,12,1050.0,0,531.4285714285714
53,745000,2,0,2.0,16,913.0,0,815.9912376779847
65,390000,3,0,2.0,8,1043.0,1,373.92138063279003
16,530000,2,0,1.0,16,667.0,1,794.6026986506747
14,1100000,3,0,3.0,16,1013.0,0,1085.883514313919
47,380000,3,0,2.0,12,947.0,1,401.26715945089757
38,1300000,4,0,3.0,15,45.0,1,28888.88888888889
47,925000,4,0,3.0,2,20.0,1,46250.0
94,460000,3,0,2.0,8,998.0,1,460.92184368737475
11,580000,3,0,2.0,16,975.0,1,594.8717948717949
42,700000,1,0,2.0,12,800.0,0,875.0
53,980000,3,1,3.0,12,1800.0,1,544.4444444444445
9,650000,Studio,0,1.0,16,441.0,0,1473.922902494331
30,290000,3,0,2.0,12,900.0,1,322.22222222222223
23,346000,2,0,1.0,16,695.0,0,497.841726618705
45,5200000,5,1,6.0,12,4427.0,1,1174.6103456065055
70,869000,4,0,3.0,2,1400.0,1,620.7142857142857
14,9500000,4,2,7.0,16,5743.0,1,1654.1877067734633
14,3018000,2,0,3.0,16,1509.0,1,2000.0
14,3100000,3,1,5.0,16,2013.0,0,1539.9900645802286
14,6027650,4,1,6.0,16,4157.0,1,1450.0
14,4000000,3,1,5.0,16,2645.0,1,1512.2873345935727
10,745000,2,0,2.0,16,846.0,0,880.6146572104019
9,1550000,4,0,2.0,3,2200.0,1,704.5454545454545
45,860600,1,1,1.0,16,662.0,0,1300.0
53,950000,3,0,3.0,12,1800.0,0,527.7777777777778
27,2200000,5,0,3.0,2,50.0,1,44000.0
31,1130000,3,0,2.0,12,1799.0,1,628.1267370761534
3,1200000,3,0,2.0,16,1435.0,1,836.2369337979094
3,950000,3,0,2.0,16,1570.0,2,605.0955414012739
3,2025000,3,1,3.0,12,1838.0,0,1101.741022850925
51,1050000,3,0,2.0,12,1948.0,1,539.0143737166325
24,1390000,2,0,2.0,12,1464.0,0,949.4535519125683
45,1600000,1,0,1.0,12,850.0,0,1882.3529411764705
45,1220000,1,0,1.0,16,603.0,1,2023.2172470978442
9,6800000,4,1,6.0,9,8000.0,1,850.0
30,330000,3,0,2.0,8,886.0,2,372.4604966139955
94,478000,3,1,3.0,12,1267.0,0,377.26913970007894
16,980000,3,1,3.0,12,1508.0,2,649.867374005305
42,4500000,4,1,5.0,12,5300.0,1,849.0566037735849
85,1170000,3,0,2.0,12,1414.0,0,827.4398868458275
31,825000,3,0,3.0,12,1358.0,0,607.5110456553756
94,765000,4,0,3.0,2,1400.0,1,546.4285714285714
3,40000000,9,1,15.0,9,70181.0,1,569.954831079637
53,800000,3,0,2.0,12,1426.0,0,561.0098176718093
53,1230000,3,0,2.0,12,1960.0,0,627.5510204081633
23,1048000,4,0,3.0,2,22.0,1,47636.36363636364
23,449000,2,0,1.0,2,24.0,2,18708.333333333332
23,555000,4,0,3.0,2,20.0,1,27750.0
64,855000,6,0,4.0,2,22.0,1,38863.63636363636
4,3265000,4,1,6.0,12,3628.0,1,899.9448732083792
74,500000,3,0,2.0,8,1089.0,0,459.1368227731864
74,2100000,4,0,5.0,15,40.0,1,52500.0
23,2480000,5,0,5.0,15,5600.0,1,442.85714285714283
37,828000,4,0,3.0,2,22.0,2,37636.36363636364
16,2900000,5,0,4.0,3,3078.0,1,942.1702404158544
16,1900000,4,1,4.0,3,1840.0,1,1032.608695652174
23,950000,4,0,4.0,2,25.0,1,38000.0
23,800000,4,0,3.0,2,32.0,1,25000.0
23,830000,4,1,3.0,2,22.0,1,37727.27272727273
23,988000,4,0,3.0,2,3000.0,1,329.3333333333333
85,2500000,4,1,4.0,2,2850.0,1,877.1929824561404
16,940000,4,1,3.0,12,1513.0,1,621.2822207534699
4,920000,1,0,1.0,12,686.0,1,1341.1078717201167
47,580000,3,0,2.0,12,1074.0,0,540.0372439478584
75,1350000,5,0,4.0,4,1760.0,1,767.0454545454545
23,820000,4,0,3.0,2,1600.0,2,512.5
69,500000,3,0,2.0,16,1033.0,1,484.027105517909
47,520000,3,0,2.0,12,1030.0,1,504.8543689320388
47,578000,3,1,2.0,16,1162.0,1,497.4182444061962
47,500000,3,0,2.0,16,1027.0,1,486.8549172346641
37,390000,3,1,2.0,8,955.0,1,408.37696335078533
53,770000,2,0,2.0,12,1071.0,0,718.9542483660131
9,1600000,3,0,4.0,12,1750.0,0,914.2857142857143
48,1500000,4,0,4.0,12,1800.0,0,833.3333333333334
14,665000,2,0,2.0,16,785.0,0,847.1337579617834
69,220000,3,0,1.0,8,653.0,1,336.906584992343
23,580000,2,1,2.0,16,920.0,0,630.4347826086956
23,500000,3,0,3.0,12,1010.0,1,495.0495049504951
69,272000,3,0,1.0,8,653.0,1,416.53905053598777
45,2000000,3,1,3.0,16,1387.0,0,1441.9610670511897
23,980000,2,0,2.0,16,883.0,1,1109.8527746319367
30,355000,3,0,2.0,8,945.0,1,375.66137566137564
47,460000,3,0,2.0,16,1196.0,1,384.61538461538464
69,670000,3,0,2.0,12,1600.0,1,418.75
51,550000,2,0,2.0,12,934.0,1,588.865096359743
3,460000,3,0,2.0,12,1205.0,1,381.7427385892116
37,672000,4,0,4.0,12,1485.0,1,452.52525252525254
37,550000,2,0,2.0,16,645.0,0,852.7131782945736
37,540000,1,0,1.0,16,645.0,0,837.2093023255813
37,910000,4,0,4.0,12,1663.0,0,547.2038484666266
53,4700000,5,2,5.0,12,3671.0,1,1280.305093979842
59,820000,3,0,2.0,12,1253.0,2,654.4293695131684
12,41741000,5,2,5.0,9,44550.0,2,936.9472502805836
37,435000,3,0,2.0,12,1130.0,1,384.95575221238937
53,1250000,4,0,3.0,12,2153.0,1,580.5852299117511
79,2380000,5,1,3.0,9,3930.0,2,605.5979643765903
79,6450000,4,2,6.0,9,7200.0,0,895.8333333333334
53,1100000,4,0,3.0,12,2153.0,1,510.9150023223409
96,4450000,5,1,6.0,15,4000.0,1,1112.5
69,416000,3,0,2.0,12,1021.0,2,407.44368266405485
8,330000,3,0,2.0,13,872.0,2,378.4403669724771
37,400000,2,0,2.0,16,725.0,1,551.7241379310345
75,348800,2,0,2.0,16,800.0,1,436.0
53,650000,1,0,1.0,12,462.0,0,1406.926406926407
75,500000,3,0,2.0,12,1044.0,1,478.9272030651341
31,888250,3,1,3.0,12,1467.0,2,605.4873892297205
31,817000,3,0,2.0,12,1253.0,2,652.0351157222666
31,926228,3,1,4.0,12,1719.0,2,538.8179173938336
31,1310000,4,0,3.0,12,1854.0,2,706.5803667745415
31,1200000,4,1,3.0,12,1831.0,0,655.3795740032768
37,1000000,2,2,2.0,12,1523.0,1,656.5988181221273
94,1800000,7,1,4.0,5,24.0,0,75000.0
37,550000,3,0,2.0,12,1215.0,1,452.67489711934155
69,405000,2,0,2.0,16,900.0,1,450.0
16,270000,3,0,2.0,8,850.0,2,317.6470588235294
73,3750000,4,2,8.0,9,5230.0,0,717.0172084130019
16,600000,3,0,2.0,12,1232.0,1,487.012987012987
75,1800000,5,0,5.0,4,34.0,2,52941.17647058824
27,1595000,1,1,1.0,16,940.0,0,1696.8085106382978
51,1850000,4,0,3.0,2,30.0,2,61666.666666666664
73,4680000,4,2,8.0,9,5500.0,0,850.9090909090909
94,700000,3,1,2.0,12,1629.0,1,429.71147943523636
58,790000,4,0,3.0,2,21.0,2,37619.04761904762
3,650000,2,0,2.0,16,1067.0,0,609.1846298031865
4,1010000,1,1,2.0,16,942.0,0,1072.1868365180467
53,2300000,3,0,4.0,16,2190.0,1,1050.2283105022832
53,1500000,2,0,2.0,16,1833.0,0,818.3306055646481
53,1880000,3,0,3.0,16,1573.0,0,1195.1684678957406
53,1650000,3,1,4.0,12,1496.0,1,1102.9411764705883
73,4700000,4,1,6.0,15,5230.0,0,898.6615678776291
53,2000000,3,0,2.0,16,1573.0,1,1271.4558169103623
53,2300000,3,0,3.0,16,2273.0,1,1011.8785745710514
53,1150000,2,0,2.0,16,902.0,0,1274.9445676274945
42,985000,1,1,1.0,16,625.0,1,1576.0
94,618000,3,0,2.0,12,1219.0,1,506.9729286300246
43,1245400,2,0,2.0,12,958.0,0,1300.0
6,680000,3,0,2.0,12,1260.0,1,539.6825396825396
65,735000,3,1,3.0,12,1262.0,1,582.4088748019018
45,1900000,3,0,2.0,16,1426.0,0,1332.398316970547
43,980000,1,1,1.0,12,797.0,0,1229.6110414052698
14,1285000,3,0,3.0,16,1555.0,1,826.3665594855305
44,1700000,2,0,2.0,16,1399.0,0,1215.1536812008578
44,2490000,3,1,3.0,16,1873.0,1,1329.4180459156435
44,1980000,2,0,2.0,16,1625.0,1,1218.4615384615386
44,1450000,1,1,1.0,16,1087.0,1,1333.9466421343145
44,1800000,2,0,2.0,16,1464.0,1,1229.5081967213114
44,1830000,1,1,1.0,16,1259.0,0,1453.5345512311358
44,1900000,2,0,2.0,16,1399.0,0,1358.1129378127234
94,385000,2,0,2.0,16,819.0,1,470.0854700854701
53,1580000,3,1,4.0,12,1496.0,1,1056.149732620321
4,1127160,6,0,3.0,12,1818.0,0,620.0
37,368000,3,0,2.0,8,949.0,1,387.77660695468916
47,693000,3,0,2.0,0,22.0,1,31500.0
47,505000,3,0,1.0,0,1650.0,1,306.06060606060606
45,1708000,1,0,1.0,16,850.0,0,2009.4117647058824
37,425000,3,0,2.0,16,950.0,1,447.36842105263156
69,400000,2,1,2.0,16,900.0,3,444.44444444444446
94,519000,4,0,2.0,16,900.0,2,576.6666666666666
48,680000,4,0,3.0,2,22.0,1,30909.090909090908
76,2600000,5,1,4.0,15,4000.0,2,650.0
94,998000,3,1,4.0,15,2000.0,1,499.0
19,4980000,5,1,6.0,15,4300.0,1,1158.139534883721
45,3490000,3,0,3.0,16,1560.0,0,2237.1794871794873
39,530000,1,0,1.0,16,560.0,0,946.4285714285714
39,540000,1,1,1.0,16,590.0,0,915.2542372881356
39,475000,Studio,0,1.0,16,500.0,1,950.0
39,690000,1,0,2.0,16,972.0,0,709.8765432098766
39,990000,2,0,3.0,16,1240.0,0,798.3870967741935
65,265000,3,0,1.0,8,680.0,2,389.70588235294116
38,1300000,4,1,6.0,4,4941.0,2,263.10463468933415
24,726000,4,1,3.0,12,1530.0,0,474.5098039215686
45,780000,Studio,0,1.0,16,560.0,0,1392.857142857143
65,810000,3,0,2.0,12,1300.0,1,623.0769230769231
66,365000,2,0,2.0,16,743.0,2,491.2516823687752
10,378000,Studio,0,1.0,8,452.0,1,836.2831858407079
94,810000,3,0,2.0,12,1377.0,0,588.2352941176471
53,1690000,3,1,3.0,12,2038.0,1,829.2443572129539
53,1700000,3,1,4.0,12,2020.0,1,841.5841584158416
53,1151500,3,0,2.0,12,1215.0,1,947.7366255144033
27,5080000,6,1,7.0,15,3357.0,1,1513.2558832290736
9,6642000,3,2,4.0,12,4025.0,1,1650.1863354037266
53,1772700,4,1,4.0,12,2065.0,1,858.4503631961259
53,1225000,3,1,3.0,12,1377.0,1,889.6151053013798
53,1680000,3,2,4.0,12,2648.0,1,634.441087613293
53,2163600,4,1,5.0,12,2766.0,1,782.2125813449023
53,1355900,3,1,4.0,12,1603.0,1,845.8515283842795
53,1600000,3,1,4.0,12,2020.0,1,792.0792079207921
53,1450000,3,1,3.0,12,2163.0,1,670.3652334720296
53,1200000,3,1,3.0,12,1787.0,1,671.5165081141578
73,3390000,4,2,6.0,12,4240.0,1,799.5283018867924
53,2350000,4,1,5.0,12,3055.0,1,769.2307692307693
38,575000,3,1,2.0,12,1295.0,1,444.015444015444
53,3200000,4,1,5.0,12,3497.0,0,915.0700600514726
53,11900000,6,0,6.0,9,9700.0,3,1226.8041237113403
19,1550000,3,1,4.0,12,2066.0,1,750.242013552759
53,1690000,3,1,4.0,12,2020.0,1,836.6336633663366
53,780000,3,0,2.0,12,1240.0,0,629.0322580645161
53,1180000,4,0,3.0,12,1604.0,1,735.6608478802992
53,1290000,3,0,2.0,12,1668.0,0,773.3812949640288
53,1550000,3,1,2.0,12,1878.0,0,825.346112886049
53,2400000,4,1,6.0,12,2973.0,1,807.2653884964682
53,1200000,2,0,2.0,16,917.0,1,1308.6150490730643
27,1980000,3,1,3.0,2,22.0,1,90000.0
53,1550000,3,1,4.0,12,1872.0,1,827.991452991453
53,838000,3,0,2.0,12,1268.0,3,660.8832807570977
53,1880000,3,2,4.0,12,2243.0,0,838.163174320107
53,2340000,3,0,4.0,16,2190.0,1,1068.4931506849316
53,1510000,3,1,4.0,12,1878.0,1,804.0468583599574
19,1850000,3,1,4.0,12,2300.0,3,804.3478260869565
53,2720000,4,1,5.0,12,3317.0,1,820.0180886343081
53,1900000,3,2,4.0,12,1830.0,1,1038.2513661202186
53,2330000,4,1,4.0,12,2973.0,1,783.7201479986545
53,1830000,3,0,3.0,16,1523.0,1,1201.5758371634931
53,1280000,2,0,2.0,16,983.0,1,1302.1363173957275
53,1100000,2,1,2.0,12,1386.0,1,793.6507936507936
53,2250000,3,1,4.0,12,2535.0,0,887.5739644970414
53,1880000,3,1,3.0,16,1573.0,1,1195.1684678957406
53,1550000,3,1,4.0,12,2357.0,0,657.6156130674586
73,5600000,5,1,4.0,5,5257.0,1,1065.2463382157123
53,2200000,3,1,3.0,16,2094.0,1,1050.6208213944603
53,1980000,4,1,3.0,12,3055.0,1,648.1178396072013
53,950000,2,0,3.0,16,1583.0,1,600.1263423878711
73,3500000,4,1,6.0,5,5229.0,1,669.3440428380187
53,1980000,3,1,3.0,12,2038.0,1,971.540726202159
53,1700000,3,1,3.0,12,2038.0,1,834.1511285574093
65,2400000,4,1,6.0,15,1080.0,1,2222.222222222222
37,3500000,8,0,8.0,9,10624.0,1,329.4427710843373
27,16000000,7,,8.0,9,10183.0,1,1571.2461946381225
53,1320000,3,1,3.0,12,1668.0,0,791.3669064748201
27,1650000,3,1,3.0,2,22.0,1,75000.0
53,2380000,4,1,4.0,12,3055.0,0,779.050736497545
75,688316,3,1,4.0,12,1449.0,1,475.0282953761215
75,666124,3,0,2.0,12,1106.0,1,602.2820976491863
37,660000,3,0,2.0,16,1094.0,0,603.290676416819
47,680000,3,0,2.0,0,20.0,1,34000.0
16,1330000,3,1,3.0,12,2160.0,1,615.7407407407408
37,698000,4,1,4.0,12,1440.0,1,484.72222222222223
69,328000,3,0,2.0,12,928.0,1,353.44827586206895
31,780000,3,0,3.0,12,1356.0,1,575.2212389380531
53,980000,2,0,2.0,16,926.0,0,1058.3153347732182
73,3900000,5,0,5.0,9,5230.0,0,745.697896749522
47,850000,4,0,3.0,2,1760.0,2,482.95454545454544
37,349000,3,0,2.0,16,950.0,1,367.36842105263156
45,1800000,2,0,2.0,16,1055.0,0,1706.1611374407582
45,1500000,1,1,1.0,16,850.0,0,1764.7058823529412
37,675000,4,0,4.0,12,1484.0,1,454.85175202156336
66,830000,3,0,3.0,12,1186.0,1,699.831365935919
74,467000,2,0,2.0,12,709.0,1,658.6741889985896
4,520000,Studio,0,1.0,16,502.0,0,1035.8565737051792
69,438000,3,0,2.0,12,1027.0,0,426.4849074975657
53,3268000,4,2,5.0,12,3632.0,1,899.7797356828194
23,345000,3,0,2.0,8,750.0,0,460.0
42,820000,1,0,1.0,16,657.0,0,1248.097412480974
6,888000,4,1,3.0,2,1760.0,2,504.54545454545456
47,690000,4,0,2.0,2,1300.0,1,530.7692307692307
23,1280000,6,0,6.0,15,40.0,2,32000.0
3,10000000,8,1,8.0,9,12241.0,1,816.9267216730659
16,845000,3,1,3.0,12,1335.0,1,632.9588014981273
16,600000,3,0,2.0,12,1100.0,2,545.4545454545455
45,3300000,4,0,4.0,16,3897.0,1,846.805234795997
53,561000,3,0,2.0,12,0.0,1,inf
45,3350000,4,0,4.0,16,3897.0,1,859.6356171413909
9,940000,2,0,2.0,12,1098.0,0,856.1020036429873
53,3900000,5,2,5.0,5,4450.0,0,876.4044943820224
25,11500000,7,1,9.0,9,10500.0,1,1095.2380952380952
9,1390000,4,1,3.0,2,2217.0,1,626.9733874605322
69,330000,3,0,2.0,12,947.0,2,348.4688489968321
53,880000,3,0,2.0,12,0.0,1,inf
53,829000,3,0,2.0,12,0.0,1,inf
53,1880000,3,1,4.0,12,2025.0,1,928.395061728395
45,3500000,4,1,5.0,12,3502.0,1,999.4288977727014
37,555000,3,0,2.0,12,1215.0,1,456.7901234567901
37,545000,3,0,2.0,12,1215.0,1,448.559670781893
77,3600000,5,1,5.0,15,45.0,1,80000.0
