Location,Price (RM),Rooms,Bathrooms,Car Parks,Property Type,Size (sqft),Furnishing
18,715000,3,2.0,1.0,12,750.0,0
76,950000,3,3.0,2.0,12,1637.0,1
22,2500000,4,3.0,3.0,2,2800.0,1
22,3000000,5,4.0,4.0,15,3550.0,1
24,2400000,6,5.0,5.0,4,22.0,1
24,1990000,5,6.0,2.0,2,22.0,0
40,1250000,1,1.0,1.0,16,880.0,0
11,1050000,4,3.0,4.0,12,1772.0,1
18,780000,1,1.0,1.0,8,624.0,0
40,1350000,2,2.0,2.0,12,1270.0,0
22,2650000,3,4.0,3.0,16,2077.0,1
47,2450000,4,4.0,3.0,12,3000.0,1
47,2550000,4,6.0,3.0,12,3541.0,1
65,1350000,6,5.0,2.0,4,20.0,0
73,1500000,4,3.0,3.0,2,24.0,1
11,930000,4,4.0,2.0,12,1513.0,1
40,2400000,2,2.0,1.0,16,1006.0,0
20,11800000,7,8.0,6.0,9,8622.0,0
40,1250000,1,1.0,1.0,16,850.0,0
47,1450000,3,4.0,2.0,12,1496.0,1
11,940000,4,3.0,3.0,12,1513.0,1
26,1150000,2,2.0,1.0,16,1148.0,0
5,2100000,4,3.0,2.0,2,1875.0,1
22,4680000,4,4.0,4.0,15,3800.0,1
40,2761000,1,2.0,1.0,16,1023.0,1
47,1100000,3,3.0,2.0,12,1200.0,1
11,3200000,6,7.0,5.0,9,5317.0,1
41,528000,3,2.0,2.0,12,960.0,1
11,928000,4,3.0,2.0,12,1513.0,1
11,1100000,4,4.0,4.0,12,1772.0,1
47,1668000,4,4.0,2.0,12,1668.0,1
41,415000,4,2.0,2.0,12,932.0,2
73,2600000,4,3.0,3.0,15,3600.0,1
59,700000,2,3.0,2.0,12,999.0,1
32,375000,1,2.0,1.0,16,775.0,0
76,425000,3,2.0,2.0,16,880.0,1
47,2600000,4,4.0,3.0,12,3041.0,0
7,730000,3,2.0,2.0,16,1227.0,1
18,480000,3,2.0,2.0,12,825.0,1
40,1450000,2,2.0,1.0,16,1050.0,0
40,3600000,2,3.0,2.0,16,1668.0,1
68,600000,3,2.0,1.0,16,935.0,0
68,620000,3,2.0,1.0,16,935.0,2
68,498000,2,2.0,1.0,16,715.0,1
11,860000,1,1.0,1.0,16,933.0,1
11,1350000,3,3.0,3.0,16,1519.0,1
11,750000,1,2.0,1.0,16,750.0,1
40,3609950,3,3.0,1.0,16,1560.0,0
5,530000,1,1.0,1.0,12,600.0,0
59,848000,3,3.0,2.0,12,1381.0,1
59,695000,2,2.0,2.0,12,999.0,1
3,430000,3,2.0,2.0,12,1076.0,2
5,1250000,3,2.0,2.0,0,22.0,1
5,5200000,5,5.0,8.0,9,12250.0,1
18,285000,3,2.0,1.0,8,748.0,1
18,400000,3,2.0,1.0,12,920.0,0
60,543353,1,1.0,1.0,12,667.0,1
11,520000,3,2.0,2.0,12,1100.0,1
40,1900000,1,2.0,1.0,16,1076.0,1
40,2150000,1,2.0,1.0,16,1079.0,1
40,4280000,3,5.0,2.0,16,2195.0,1
47,900000,3,2.0,1.0,12,1208.0,0
37,440000,3,2.0,2.0,12,1065.0,1
47,2290000,4,5.0,3.0,12,2767.0,1
47,2253000,4,6.0,3.0,12,2702.0,1
47,1660000,3,4.0,2.0,12,1878.0,2
47,2980000,4,6.0,3.0,12,3668.0,1
24,2280000,4,6.0,2.0,4,22.0,0
12,4467122,5,5.0,4.0,6,4422.0,1
12,5344829,5,5.0,4.0,6,5315.0,1
22,2100000,4,3.0,2.0,2,22.0,1
47,3484600,4,6.0,3.0,12,3668.0,1
5,2400000,5,3.0,2.0,2,25.0,1
24,1300000,2,2.0,2.0,12,1323.0,1
24,1250000,2,2.0,2.0,12,1300.0,1
24,1730000,3,4.0,2.0,12,1700.0,0
24,2850000,3,4.0,3.0,4,30.0,1
24,1350000,3,3.0,3.0,12,1701.0,1
24,1350000,3,4.0,2.0,12,1680.0,1
5,950000,3,2.0,1.0,12,1518.0,1
22,2280000,4,5.0,2.0,12,3303.0,1
22,1150000,2,2.0,1.0,12,1205.0,1
22,3600000,3,4.0,3.0,16,2702.0,1
24,850000,2,3.0,1.0,12,1173.0,0
24,3400000,4,6.0,2.0,4,4400.0,1
47,920000,3,2.0,2.0,12,1448.0,1
24,1600000,2,2.0,2.0,12,1400.0,1
24,1400000,3,3.0,2.0,12,1572.0,0
24,1170000,3,2.0,2.0,12,1389.0,0
47,2940000,4,5.0,3.0,12,3668.0,1
26,1131760,3,5.0,2.0,12,1942.0,3
47,3200000,4,5.0,3.0,12,3668.0,0
47,2950000,4,6.0,3.0,12,3668.0,1
47,3680000,4,6.0,3.0,12,4090.0,1
47,2890000,4,6.0,3.0,12,3478.0,0
26,1138060,3,5.0,2.0,12,2081.0,3
24,2600000,4,6.0,2.0,4,3197.0,1
24,1080000,2,1.0,2.0,12,1034.0,1
24,5300000,5,7.0,2.0,4,6088.0,1
24,1180000,2,2.0,2.0,12,1087.0,0
24,5600000,6,9.0,2.0,5,7000.0,1
47,3490000,4,5.0,3.0,12,3720.0,0
24,989000,3,2.0,2.0,12,1333.0,3
24,883000,2,2.0,2.0,12,1093.0,2
24,1530000,3,4.0,2.0,12,2066.0,1
24,2300000,3,4.0,2.0,2,2600.0,1
19,1550000,2,3.0,1.0,16,1453.0,0
24,2350000,3,3.0,2.0,2,2500.0,1
24,2850000,5,6.0,5.0,5,3500.0,1
24,2990000,5,5.0,5.0,5,3600.0,1
24,1900000,3,4.0,2.0,12,1851.0,1
73,4200000,4,5.0,3.0,16,3832.0,1
73,1550000,2,3.0,2.0,16,1445.0,1
73,2800000,3,5.0,2.0,16,2426.0,2
73,1480000,2,3.0,2.0,16,1691.0,1
59,810000,3,3.0,2.0,12,1186.0,2
59,800000,3,3.0,1.0,12,1237.0,2
41,950000,4,3.0,2.0,2,22.0,1
47,2950000,4,4.0,3.0,12,3478.0,0
3,850000,4,3.0,2.0,2,22.0,1
3,560000,3,2.0,2.0,2,770.0,1
26,995000,4,3.0,3.0,12,2100.0,1
59,768000,2,2.0,1.0,12,1180.0,2
59,970000,3,4.0,2.0,12,1488.0,2
59,880900,3,3.0,3.0,12,1373.0,1
47,1800000,4,4.0,2.0,12,1830.0,1
32,390000,1,2.0,1.0,16,775.0,1
11,995000,3,2.0,2.0,16,1218.0,0
11,900000,3,2.0,2.0,16,1218.0,2
59,670000,3,2.0,1.0,12,1200.0,0
47,1280000,3,2.0,2.0,12,1200.0,1
19,1600000,2,3.0,2.0,16,1442.0,0
19,1900000,2,3.0,2.0,16,1453.0,0
32,890000,3,3.0,2.0,12,1578.0,1
19,2300000,2,3.0,2.0,16,1614.0,1
24,6700000,7,7.0,4.0,9,6200.0,1
24,1180000,3,2.0,2.0,12,1432.0,1
24,2100000,3,4.0,3.0,2,22.0,1
24,6300000,7,7.0,10.0,9,7300.0,1
24,1190000,2,3.0,2.0,12,1389.0,1
24,2400000,5,4.0,3.0,2,22.0,1
24,1200000,2,2.0,2.0,12,1087.0,1
24,2388000,4,5.0,3.0,4,22.0,0
24,2080000,3,3.0,3.0,12,1948.0,0
24,1150000,2,1.0,2.0,12,1034.0,1
24,1590000,3,3.0,2.0,4,1900.0,1
24,848000,1,1.0,2.0,12,969.0,1
24,3200000,5,6.0,5.0,4,1991.0,1
24,8300000,6,6.0,10.0,9,6900.0,1
24,1400000,3,3.0,2.0,12,1572.0,1
26,750000,1,1.0,3.0,16,672.0,0
24,1580000,3,3.0,2.0,4,1900.0,1
24,1800000,3,3.0,2.0,4,1900.0,1
67,3600000,5,5.0,6.0,15,45.0,0
67,2050000,5,4.0,4.0,3,32.0,1
33,380000,3,2.0,1.0,8,1216.0,1
11,560000,3,2.0,2.0,12,1100.0,1
41,358000,2,2.0,1.0,12,822.0,1
67,1750000,5,5.0,4.0,3,32.0,1
47,1270000,3,2.0,2.0,12,1200.0,1
40,4700000,3,3.0,2.0,16,1786.0,0
0,4900000,5,7.0,6.0,9,10000.0,1
47,1300000,3,2.0,2.0,12,1448.0,0
47,1990000,4,3.0,4.0,12,3152.0,0
47,1900000,4,5.0,2.0,12,2552.0,1
47,1300000,3,3.0,2.0,12,1448.0,1
24,830000,1,1.0,1.0,12,904.0,0
24,5900000,5,7.0,2.0,4,6207.0,1
24,1450000,3,3.0,2.0,12,1680.0,1
24,1480000,2,3.0,1.0,12,1458.0,0
24,2500000,4,6.0,2.0,4,3228.0,1
32,1100000,3,4.0,3.0,12,1782.0,1
48,1450000,4,5.0,2.0,15,2809.0,1
73,980000,3,2.0,1.0,12,1300.0,1
73,1390000,3,4.0,2.0,12,1800.0,1
64,1600000,5,4.0,4.0,2,4300.0,1
73,1000000,3,2.0,1.0,12,1560.0,1
73,1400000,3,3.0,2.0,12,1900.0,1
73,1450000,2,2.0,2.0,16,1680.0,0
5,730000,1,1.0,1.0,16,783.0,0
58,690000,3,3.0,2.0,12,1298.0,2
40,7500,2,2.0,1.0,16,1078.0,0
59,790000,2,2.0,1.0,12,1168.0,1
59,885000,3,3.0,2.0,12,1330.0,1
76,760000,3,2.0,2.0,12,1382.0,2
76,970000,3,2.0,2.0,12,1909.0,1
47,720000,1,1.0,1.0,16,708.0,1
65,688000,3,4.0,3.0,12,1449.0,1
11,520000,3,3.0,2.0,12,1003.0,2
47,950000,2,2.0,1.0,16,903.0,0
40,2700000,4,5.0,3.0,12,3800.0,1
40,3000000,4,5.0,3.0,12,3800.0,1
40,1500000,3,4.0,2.0,12,2098.0,1
40,2600000,3,4.0,2.0,16,3282.0,1
47,1180000,3,3.0,2.0,12,1756.0,0
73,1660000,2,3.0,2.0,16,1445.0,0
73,2720000,3,4.0,2.0,16,2426.0,1
47,950000,3,3.0,2.0,16,1550.0,0
47,3317400,5,5.0,3.0,12,3671.0,1
41,485000,3,2.0,1.0,12,930.0,1
41,1300000,5,6.0,5.0,3,22.0,1
40,3500000,4,4.0,3.0,12,3800.0,1
40,2800000,3,4.0,3.0,16,3303.0,1
40,850000,1,1.0,1.0,16,608.0,0
5,530000,1,1.0,1.0,12,600.0,0
68,550000,3,2.0,1.0,12,1200.0,0
11,638000,3,2.0,2.0,12,1090.0,1
40,2480000,4,5.0,3.0,12,2900.0,0
5,1161850,2,1.0,1.0,16,1223.0,0
11,1730000,5,4.0,2.0,3,1840.0,0
32,800000,3,2.0,4.0,2,1600.0,2
76,1120000,3,4.0,2.0,12,1712.0,1
76,760000,3,2.0,2.0,12,1382.0,1
0,2600000,6,7.0,2.0,15,4500.0,1
41,680000,3,2.0,2.0,0,22.0,1
71,2100000,4,5.0,3.0,4,24.0,1
32,880000,3,4.0,2.0,12,1535.0,0
40,950000,2,2.0,1.0,12,1429.0,0
11,580000,3,2.0,2.0,12,1073.0,1
32,568000,2,2.0,1.0,16,680.0,0
47,1100000,1,1.0,1.0,16,1431.0,0
31,388000,2,1.0,1.0,12,700.0,0
26,385600,1,1.0,1.0,16,646.0,1
18,280000,3,2.0,1.0,8,750.0,1
18,468600,2,2.0,2.0,12,840.0,2
11,530000,3,2.0,2.0,12,1003.0,2
39,6350000,4,5.0,3.0,16,4058.0,1
39,5149700,4,4.0,3.0,16,2982.0,0
11,960000,3,2.0,2.0,16,1218.0,2
64,638000,3,3.0,1.0,16,1278.0,0
47,2719000,4,6.0,3.0,12,3317.0,1
26,1200000,3,3.0,2.0,12,1395.0,1
47,680000,3,2.0,1.0,12,1423.0,0
14,2200000,4,5.0,3.0,12,3287.0,0
18,474000,2,2.0,2.0,12,840.0,2
22,12500000,5,9.0,8.0,9,8000.0,0
24,2800000,4,4.0,2.0,2,38.0,1
23,1300000,3,2.0,2.0,16,1538.0,1
23,760000,2,2.0,2.0,16,1087.0,1
23,1050000,2,2.0,2.0,16,1410.0,1
0,630000,2,2.0,1.0,16,856.0,1
40,1150000,3,4.0,2.0,16,1701.0,1
59,810000,3,3.0,2.0,12,1186.0,1
59,850000,3,4.0,2.0,12,1381.0,1
59,680000,2,3.0,1.0,12,999.0,1
59,1050000,3,4.0,2.0,12,1567.0,1
59,1000000,3,4.0,2.0,12,1488.0,1
32,690000,4,4.0,2.0,12,1615.0,0
76,990000,3,4.0,2.0,12,1712.0,1
9,1285000,3,2.0,2.0,16,1555.0,0
76,1100000,3,4.0,2.0,12,1759.0,1
32,1050000,3,4.0,2.0,12,1875.0,2
65,3350000,4,5.0,4.0,15,4065.0,1
32,1150000,2,2.0,2.0,12,1707.0,2
68,630000,3,2.0,1.0,16,935.0,1
18,1430000,5,5.0,4.0,4,24.0,1
5,6950000,4,6.0,3.0,12,4945.0,1
5,6480000,3,5.0,3.0,12,4025.0,1
5,6880000,4,6.0,3.0,12,4771.0,1
5,8480000,4,6.0,4.0,12,5137.0,1
41,465000,3,2.0,1.0,12,930.0,1
47,3180000,6,5.0,5.0,15,40.0,0
47,3600000,4,4.0,4.0,5,2000.0,0
41,2660000,6,5.0,6.0,9,5000.0,1
41,1600000,5,4.0,5.0,2,42.0,1
41,1950000,5,5.0,3.0,15,35.0,1
58,1630000,5,5.0,2.0,4,22.0,1
47,2700000,5,5.0,3.0,15,3220.0,0
3,1680000,6,4.0,2.0,2,42.0,1
32,995000,3,3.0,2.0,12,1710.0,1
5,2080000,3,3.0,1.0,2,22.0,1
11,920000,3,2.0,2.0,16,1170.0,1
11,800000,3,2.0,2.0,16,1170.0,1
11,740000,2,2.0,1.0,16,920.0,1
11,648000,1,1.0,1.0,16,721.0,1
11,1999999,4,5.0,3.0,16,2563.0,1
65,628000,2,2.0,2.0,16,1025.0,1
18,280000,3,2.0,1.0,8,780.0,1
65,560000,3,2.0,2.0,12,1074.0,0
32,1288000,3,4.0,3.0,12,2128.0,1
59,680000,2,3.0,1.0,12,999.0,2
59,630000,2,2.0,1.0,12,800.0,1
11,700000,3,3.0,2.0,12,1457.0,2
40,2200000,4,6.0,2.0,12,4520.0,1
40,2500000,4,6.0,2.0,12,4520.0,1
47,1496000,3,4.0,3.0,12,1496.0,1
40,1295000,2,2.0,2.0,12,1410.0,0
18,1780000,6,6.0,4.0,15,40.0,2
76,1198000,5,3.0,3.0,12,2266.0,1
47,3000000,4,6.0,3.0,12,3541.0,1
47,2300000,4,6.0,3.0,12,2702.0,1
40,10500000,3,5.0,3.0,12,3638.0,0
40,4000000,3,4.0,2.0,16,2195.0,1
47,2400000,4,6.0,3.0,12,3043.0,1
40,1950000,2,2.0,1.0,16,1076.0,1
47,2650000,4,6.0,3.0,12,3169.0,1
47,2850000,4,6.0,3.0,12,3478.0,1
40,2700000,4,6.0,3.0,12,3800.0,1
40,2700000,4,6.0,3.0,12,3800.0,0
47,3190000,4,5.0,3.0,12,3632.0,1
41,1080000,6,4.0,2.0,3,20.0,2
71,1480000,4,4.0,2.0,2,32.0,1
68,585000,3,2.0,1.0,16,935.0,2
39,1240000,1,2.0,1.0,16,1087.0,0
39,2499999,3,4.0,2.0,16,1787.0,0
39,1999999,2,3.0,1.0,16,1485.0,0
47,1300000,3,2.0,2.0,12,1200.0,1
11,800000,3,2.0,2.0,16,20.0,1
0,2772100,5,7.0,3.0,9,4284.0,1
26,1035000,3,5.0,2.0,12,1875.0,1
14,2280000,3,5.0,4.0,12,2400.0,0
26,1380000,4,6.0,2.0,12,2400.0,1
11,520000,3,3.0,2.0,12,1003.0,2
40,950000,2,1.0,2.0,16,1141.0,0
40,7318000,4,5.0,4.0,12,7318.0,1
0,1900000,5,6.0,3.0,9,3821.0,1
26,1030000,3,5.0,2.0,12,1853.0,1
14,1550000,4,4.0,1.0,12,2100.0,0
73,1480000,4,3.0,2.0,2,24.0,1
73,1700000,4,3.0,3.0,2,22.0,1
73,2200000,4,3.0,4.0,2,2550.0,0
22,2150000,4,3.0,3.0,2,22.0,1
32,2500000,6,7.0,5.0,9,4817.0,0
14,5000000,6,6.0,4.0,15,4200.0,1
5,7500000,7,7.0,6.0,9,8000.0,1
11,520000,3,3.0,2.0,12,1003.0,1
47,2750000,4,7.0,3.0,12,3541.0,1
65,600000,2,2.0,2.0,16,1025.0,1
65,470000,1,1.0,1.0,16,780.0,1
40,3200000,3,3.0,2.0,16,3383.0,1
41,480000,3,3.0,1.0,3,592.0,1
24,1200000,2,3.0,2.0,12,1500.0,0
47,600000,1,1.0,1.0,16,462.0,0
47,650000,1,1.0,1.0,16,745.0,0
76,770000,3,2.0,2.0,12,1259.0,2
76,1100000,3,4.0,2.0,12,1759.0,2
59,680000,2,2.0,1.0,12,819.0,1
59,2290000,5,6.0,4.0,12,3264.0,2
59,950000,3,4.0,2.0,12,1488.0,1
59,700000,2,3.0,1.0,12,999.0,2
18,535400,1,2.0,1.0,16,762.0,1
59,808000,3,4.0,1.0,12,1381.0,1
59,1350000,4,5.0,2.0,12,2049.0,2
59,730000,2,3.0,1.0,12,1147.0,2
59,1080000,3,5.0,2.0,12,1567.0,2
61,520000,3,2.0,2.0,12,1313.0,1
61,498000,4,2.0,2.0,12,1333.0,2
59,898000,3,4.0,1.0,12,1381.0,0
40,2280000,2,1.0,1.0,16,1087.0,1
59,680000,2,3.0,1.0,12,999.0,0
59,700000,2,2.0,1.0,12,817.0,1
18,368000,3,2.0,1.0,17,854.0,1
18,460000,2,2.0,1.0,12,912.0,0
18,410000,3,2.0,1.0,12,1005.0,1
61,480000,3,2.0,2.0,16,1009.0,0
65,625000,2,2.0,2.0,16,1025.0,1
18,570000,2,2.0,2.0,12,996.0,1
19,1220000,1,1.0,1.0,16,1131.0,0
40,800000,1,1.0,1.0,16,610.0,1
73,1040000,3,2.0,1.0,16,1313.0,0
73,790000,2,2.0,1.0,16,876.0,0
65,370000,2,2.0,1.0,16,650.0,0
76,1250000,3,4.0,3.0,12,1967.0,2
68,590000,3,2.0,1.0,16,935.0,1
68,430000,2,2.0,1.0,16,578.0,1
14,14800000,4,6.0,4.0,9,8611.0,0
59,800000,3,3.0,1.0,12,1186.0,2
40,2800000,3,4.0,2.0,16,3006.0,0
18,390000,3,2.0,1.0,16,819.0,1
32,620000,3,2.0,2.0,16,1030.0,1
9,680000,2,2.0,1.0,16,708.0,0
40,4200000,2,2.0,1.0,16,1668.0,1
40,1500000,2,2.0,1.0,12,1830.0,1
47,2150000,3,3.0,3.0,12,2535.0,1
61,895000,3,3.0,2.0,12,1590.0,1
76,970000,3,3.0,2.0,12,1909.0,1
61,780000,3,3.0,2.0,12,1440.0,1
76,770000,3,2.0,2.0,12,1259.0,2
61,1000000,4,3.0,2.0,2,22.0,1
61,830000,3,4.0,3.0,12,1433.0,1
58,820000,3,3.0,2.0,12,1262.0,0
76,1050000,3,4.0,2.0,12,1759.0,2
61,565000,3,3.0,2.0,12,1362.0,1
61,1370650,5,5.0,3.0,12,2685.0,2
24,1960000,3,4.0,3.0,2,2500.0,1
37,730000,1,1.0,1.0,16,744.0,0
41,1180000,6,6.0,2.0,3,20.0,1
41,990000,3,2.0,4.0,0,4035.0,1
67,1690000,5,4.0,4.0,3,22.0,0
24,1110000,2,2.0,2.0,12,1228.0,1
24,5460000,7,9.0,6.0,5,7000.0,1
24,1303000,2,2.0,2.0,12,1303.0,1
24,1890000,3,3.0,3.0,2,22.0,1
24,2400000,7,6.0,4.0,4,22.0,1
18,660000,3,3.0,2.0,16,1054.0,1
24,1410000,2,2.0,2.0,12,1292.0,1
24,1650000,3,3.0,2.0,3,1900.0,1
32,1290000,3,4.0,3.0,12,2128.0,0
24,1450000,3,4.0,2.0,17,26.0,1
73,1790000,4,3.0,2.0,2,20.0,0
24,1880000,4,4.0,2.0,2,20.0,1
26,518000,3,2.0,1.0,12,1100.0,1
41,620000,3,2.0,3.0,16,1292.0,1
26,580000,2,2.0,2.0,16,872.0,1
5,7043750,3,5.0,4.0,12,4025.0,1
24,2500000,3,3.0,2.0,4,3218.0,1
24,1100000,2,3.0,2.0,12,1378.0,0
24,1100000,2,1.0,2.0,12,1034.0,1
24,2750000,3,4.0,3.0,4,3211.0,2
24,1990000,3,4.0,2.0,2,2530.0,1
24,1380000,3,3.0,2.0,12,1572.0,0
58,1100000,3,4.0,2.0,12,1788.0,1
58,820000,3,2.0,2.0,12,1319.0,1
32,430000,1,2.0,1.0,16,775.0,1
47,650000,1,1.0,1.0,16,633.0,0
47,998000,2,2.0,1.0,16,926.0,0
61,480000,3,2.0,2.0,16,1009.0,0
32,628000,2,2.0,2.0,16,814.0,1
40,2413375,3,5.0,2.0,12,2245.0,1
40,2357250,3,5.0,2.0,12,2245.0,1
40,2715300,4,6.0,2.0,12,2586.0,1
40,1000000,1,1.0,1.0,16,915.0,0
40,1435000,3,4.0,2.0,12,1668.0,0
26,1155600,3,4.0,2.0,12,1974.0,1
40,2700000,3,5.0,2.0,12,2615.0,1
40,2200000,3,5.0,3.0,12,3109.0,1
47,780000,2,2.0,1.0,12,1071.0,0
31,420000,3,2.0,1.0,16,1020.0,2
26,1035000,3,5.0,2.0,12,1853.0,1
26,1046100,3,4.0,2.0,12,1876.0,1
24,2000000,3,3.0,2.0,12,1808.0,1
47,1210000,3,3.0,2.0,12,1668.0,0
61,298000,3,2.0,1.0,8,896.0,1
41,2100000,5,6.0,5.0,15,38.0,2
41,1300000,6,6.0,3.0,3,22.0,0
41,530000,3,2.0,2.0,0,20.0,1
47,680000,1,1.0,1.0,16,672.0,0
40,1300000,2,2.0,1.0,16,793.0,0
32,700000,2,2.0,1.0,12,704.0,0
65,600000,2,2.0,2.0,16,1025.0,1
24,1500000,3,3.0,2.0,12,1850.0,0
24,1550000,3,3.0,2.0,12,1850.0,0
24,1350000,3,3.0,2.0,12,1701.0,1
24,890000,2,1.0,2.0,12,969.0,0
61,365000,3,2.0,1.0,16,807.0,1
59,630000,2,2.0,1.0,12,738.0,1
24,1320000,3,3.0,2.0,12,1572.0,0
24,1080000,3,2.0,2.0,12,1389.0,1
24,1450000,3,3.0,2.0,12,1680.0,0
41,490000,3,2.0,1.0,12,930.0,1
73,2200000,5,3.0,2.0,2,34.0,1
18,849000,4,3.0,4.0,2,21.0,1
18,320000,3,2.0,2.0,17,1200.0,2
64,1350000,6,4.0,4.0,4,22.0,1
64,1198000,5,3.0,3.0,3,22.0,1
18,385000,3,2.0,1.0,16,819.0,1
24,2850000,3,5.0,3.0,4,3211.0,1
24,1990000,3,4.0,2.0,2,22.0,0
24,2500000,4,5.0,2.0,4,3400.0,0
11,800000,3,2.0,2.0,16,1170.0,0
18,298888,2,2.0,1.0,16,650.0,1
47,1530000,3,4.0,2.0,12,1496.0,1
61,425000,3,2.0,2.0,16,918.0,2
31,450000,4,2.0,2.0,17,20.0,1
61,790000,4,3.0,2.0,2,20.0,1
24,2150000,3,4.0,2.0,12,1808.0,2
31,700000,4,3.0,2.0,17,1200.0,1
19,2000000,2,2.0,1.0,16,1442.0,0
40,2300000,5,5.0,2.0,16,2208.0,1
40,2999000,2,2.0,2.0,16,1668.0,1
41,950000,5,3.0,2.0,2,1650.0,1
41,520000,3,2.0,2.0,0,22.0,2
58,375000,3,2.0,1.0,8,1023.0,1
32,380000,1,2.0,1.0,16,775.0,0
58,1130000,3,4.0,2.0,12,1788.0,1
58,850000,3,2.0,2.0,12,1306.0,1
58,880000,3,2.0,3.0,12,1306.0,1
11,999999,4,3.0,3.0,12,1513.0,1
61,240000,3,1.0,1.0,8,653.0,1
61,248000,3,2.0,1.0,12,850.0,1
61,330000,3,2.0,2.0,12,931.0,1
61,298000,3,2.0,1.0,12,931.0,2
76,390000,3,2.0,1.0,3,800.0,2
41,788000,4,3.0,3.0,2,22.0,1
76,590000,3,2.0,2.0,2,16.0,1
61,590000,3,3.0,1.0,2,16.0,1
71,1500000,4,4.0,2.0,2,32.0,1
32,883000,2,2.0,1.0,12,876.0,0
5,8070240,4,6.0,5.0,12,4945.0,1
14,17000000,4,8.0,6.0,9,16500.0,1
14,14800000,7,8.0,8.0,9,11981.0,1
14,17000000,6,9.0,5.0,9,26920.0,1
68,415000,1,1.0,1.0,16,578.0,1
32,990000,3,4.0,2.0,12,1782.0,2
0,525000,1,1.0,1.0,12,606.0,1
47,2000000,3,5.0,3.0,12,2411.0,0
47,1650000,3,4.0,2.0,12,1878.0,1
47,2300000,4,6.0,3.0,12,2874.0,1
40,6441600,3,4.0,2.0,12,2013.0,1
47,1200000,3,2.0,1.0,12,1200.0,1
47,1475000,3,4.0,2.0,12,1496.0,1
47,1850000,3,4.0,2.0,12,2038.0,1
40,2000000,4,6.0,2.0,12,2315.0,1
47,1731000,3,4.0,2.0,12,1668.0,1
47,2800000,4,6.0,3.0,12,3714.0,1
59,825000,2,2.0,1.0,12,1115.0,1
61,500000,4,2.0,2.0,12,1522.0,1
61,580000,2,2.0,2.0,12,1098.0,1
61,230000,3,2.0,1.0,12,832.0,1
25,265000,3,2.0,1.0,8,830.0,1
68,425000,1,1.0,1.0,16,572.0,1
68,528000,2,2.0,1.0,16,715.0,1
18,368000,3,2.0,1.0,12,1140.0,1
19,1180000,3,3.0,1.0,12,1806.0,0
41,1800000,5,5.0,2.0,15,34.0,1
11,525000,3,3.0,2.0,12,1003.0,2
63,3000000,5,5.0,4.0,15,4500.0,0
63,2950000,5,5.0,4.0,15,4000.0,0
58,820000,3,2.0,2.0,12,1319.0,1
58,830000,3,2.0,2.0,12,1319.0,1
58,1950000,5,6.0,5.0,4,2239.0,2
47,1300000,3,3.0,2.0,12,1593.0,1
33,750000,3,2.0,2.0,12,1590.0,1
5,1490000,3,2.0,2.0,17,2250.0,0
5,1550000,4,3.0,2.0,17,2400.0,1
5,5500000,5,5.0,4.0,9,9300.0,1
5,1250000,5,2.0,2.0,0,1760.0,1
5,780000,2,2.0,1.0,12,1200.0,0
5,880000,2,3.0,1.0,12,1350.0,0
47,3500000,4,5.0,3.0,12,3720.0,1
47,3300000,4,5.0,3.0,12,3720.0,1
47,2890000,4,5.0,3.0,12,3478.0,0
47,860000,2,3.0,1.0,12,1240.0,1
47,2500000,3,3.0,2.0,12,3137.0,1
47,710000,1,1.0,1.0,16,633.0,0
47,950000,2,2.0,2.0,16,1583.0,1
47,1150000,2,2.0,1.0,16,1000.0,1
61,500000,4,2.0,2.0,12,1313.0,2
32,2650000,5,6.0,4.0,9,3068.0,1
22,1000000,1,2.0,1.0,16,999.0,0
41,760000,4,3.0,2.0,2,20.0,1
61,600000,3,4.0,2.0,16,1281.0,1
47,780000,3,2.0,2.0,12,1399.0,0
71,1950000,5,6.0,4.0,15,38.0,2
0,2450000,4,6.0,3.0,9,50.0,2
1,585000,2,2.0,1.0,16,990.0,0
60,650000,2,2.0,1.0,12,1067.0,0
5,1800000,6,3.0,2.0,2,25.0,1
5,1589000,4,3.0,2.0,2,22.0,2
5,4950000,5,5.0,4.0,9,6800.0,1
5,5800000,5,5.0,5.0,9,10000.0,1
5,5750000,5,4.0,5.0,9,7200.0,1
5,1770000,4,3.0,2.0,2,22.0,1
5,1570000,4,3.0,2.0,2,25.0,1
26,780000,3,2.0,1.0,12,1253.0,2
61,1250000,3,4.0,2.0,12,1680.0,1
32,1700000,4,3.0,3.0,12,2638.0,0
32,700000,4,2.0,2.0,12,1073.0,1
18,1000000,4,4.0,2.0,2,22.0,1
11,910000,3,2.0,2.0,16,1218.0,0
24,1550000,3,4.0,3.0,12,1798.0,2
24,1250000,3,4.0,2.0,12,1540.0,2
24,1300000,3,2.0,2.0,12,1454.0,2
24,930000,2,2.0,2.0,12,1077.0,2
40,2300000,3,4.0,2.0,16,3000.0,1
11,2000000,4,3.0,3.0,16,2563.0,1
11,920000,3,3.0,2.0,12,1513.0,1
60,620000,3,2.0,1.0,12,1290.0,1
32,818000,3,3.0,2.0,12,1578.0,0
40,650000,1,1.0,1.0,16,450.0,1
32,628000,3,2.0,2.0,16,909.0,1
32,550000,2,2.0,1.0,16,680.0,1
32,668000,3,2.0,1.0,16,1202.0,1
11,900000,4,4.0,3.0,12,1513.0,1
