Location,Price (RM),Rooms,Bathrooms,Car Parks,Property Type,Size (sqft),Furnishing
45,700000,3,3.0,2.0,2,960.0,0
68,548000,2,2.0,1.0,12,945.0,0
68,630000,3,2.0,2.0,12,1097.0,1
68,990000,4,3.0,2.0,2,22.0,2
67,1750000,5,4.0,4.0,15,32.0,1
68,1550000,4,3.0,2.0,2,22.0,1
9,2950000,2,2.0,1.0,16,1308.0,0
9,3006100,2,2.0,1.0,16,1307.0,0
40,4080000,5,4.0,1.0,16,2400.0,0
40,1111000,1,1.0,1.0,16,654.0,0
40,993000,1,1.0,1.0,16,662.0,0
40,2591600,3,5.0,2.0,12,2356.0,0
26,950000,3,3.0,2.0,12,1675.0,1
18,270000,3,2.0,1.0,8,660.0,1
40,1600000,2,2.0,2.0,12,1424.0,1
26,1180000,1,2.0,2.0,12,1058.0,0
26,1300000,2,3.0,2.0,12,1477.0,2
14,1530000,3,3.0,2.0,12,1850.0,1
14,1280000,3,3.0,2.0,12,1850.0,1
26,1600000,2,3.0,3.0,12,1834.0,2
0,2650000,5,6.0,4.0,9,58.0,1
61,1000000,1,1.0,1.0,12,1442.0,1
71,2250000,4,5.0,4.0,15,45.0,2
1,1200000,3,3.0,1.0,12,1980.0,1
18,780000,3,3.0,2.0,12,2800.0,2
64,3300000,7,7.0,4.0,9,6749.0,1
1,1650000,2,2.0,1.0,16,1630.0,0
32,1380000,3,4.0,3.0,12,2638.0,2
32,1250000,3,4.0,3.0,12,2128.0,2
32,1600000,3,4.0,4.0,12,2638.0,2
32,1330000,2,3.0,2.0,12,1707.0,2
32,1450000,3,4.0,3.0,12,2128.0,0
61,500000,4,2.0,1.0,12,1313.0,2
32,3800000,5,7.0,8.0,12,6503.0,2
11,715000,3,2.0,3.0,12,1212.0,0
47,700000,1,1.0,1.0,16,670.0,0
65,1000000,5,5.0,2.0,4,20.0,1
11,580000,3,3.0,2.0,12,1003.0,2
18,400000,3,2.0,1.0,12,975.0,1
64,370000,3,2.0,1.0,12,1017.0,1
32,385000,1,2.0,1.0,16,775.0,1
59,518000,3,3.0,1.0,12,1412.0,0
6,950000,2,2.0,1.0,16,0.0,0
73,980000,3,2.0,2.0,16,1146.0,1
73,1100000,3,2.0,1.0,16,1313.0,1
73,1400000,3,4.0,2.0,16,1840.0,1
73,1250000,4,3.0,2.0,2,24.0,1
40,3313700,3,4.0,2.0,12,2549.0,1
31,670000,4,3.0,1.0,12,1650.0,1
75,3600000,6,7.0,6.0,9,9350.0,1
31,650000,3,3.0,1.0,12,1504.0,1
47,850000,2,2.0,1.0,12,1209.0,0
31,520000,2,2.0,1.0,12,840.0,1
73,830000,3,3.0,1.0,17,1350.0,1
73,820000,3,3.0,1.0,17,1350.0,1
73,790000,3,2.0,1.0,12,1360.0,1
42,455000,3,2.0,1.0,0,1500.0,1
41,480000,3,3.0,1.0,3,588.0,1
47,860000,3,2.0,1.0,12,8.0,0
47,1300000,2,2.0,1.0,16,932.0,0
64,950000,4,3.0,2.0,2,22.0,1
38,1400000,2,2.0,2.0,12,1119.0,2
1,2800000,3,4.0,3.0,12,2240.0,0
3,400000,4,2.0,1.0,16,1100.0,0
18,400000,3,2.0,2.0,12,922.0,1
26,970000,4,4.0,2.0,12,1830.0,1
32,438000,3,2.0,1.0,12,980.0,1
68,450000,1,1.0,1.0,12,689.0,1
32,630000,3,2.0,1.0,12,1130.0,1
32,1100000,4,3.0,2.0,2,22.0,1
32,548000,3,2.0,1.0,12,1339.0,1
11,385000,3,2.0,1.0,12,1091.0,1
47,2550000,4,4.0,3.0,12,3000.0,1
73,4580000,4,6.0,3.0,16,3834.0,1
73,2016000,2,3.0,2.0,16,1680.0,1
6,888000,2,2.0,1.0,16,987.0,1
64,388000,3,2.0,1.0,12,1411.0,0
11,380000,2,2.0,1.0,8,878.0,0
26,1170000,2,2.0,2.0,12,1250.0,0
26,890000,1,2.0,1.0,12,887.0,1
64,1150000,4,3.0,2.0,2,22.0,1
18,363000,3,2.0,1.0,12,1075.0,1
64,400000,1,1.0,1.0,16,740.0,1
11,520000,3,2.0,2.0,12,1230.0,1
11,1900000,4,4.0,2.0,4,1840.0,1
47,1580000,3,3.0,2.0,12,1878.0,1
59,331000,2,1.0,1.0,16,646.0,2
33,365000,3,2.0,1.0,8,1221.0,1
26,1035000,3,4.0,2.0,12,1875.0,1
32,1280000,3,4.0,3.0,12,2128.0,1
32,698000,2,2.0,2.0,12,1164.0,3
26,1040000,3,4.0,2.0,12,1875.0,1
40,1000000,2,2.0,1.0,16,850.0,0
5,5950000,6,6.0,4.0,9,6600.0,1
5,6900000,4,6.0,6.0,9,10197.0,1
19,730000,4,3.0,1.0,12,1521.0,0
18,380000,3,2.0,1.0,12,935.0,1
47,1490000,3,4.0,2.0,12,1496.0,1
32,1388000,3,4.0,3.0,12,2638.0,1
73,1100000,3,3.0,2.0,0,2000.0,1
40,1062800,1,2.0,1.0,16,688.0,1
40,2600000,4,6.0,2.0,16,3300.0,1
9,590000,1,1.0,1.0,16,650.0,0
32,490000,4,4.0,1.0,12,1250.0,0
18,391000,3,2.0,1.0,16,891.0,1
32,485000,3,2.0,2.0,12,1212.0,1
68,505000,2,2.0,1.0,16,715.0,1
32,370000,3,2.0,1.0,8,956.0,2
32,680000,4,4.0,1.0,12,1329.0,0
32,595000,4,4.0,2.0,12,1329.0,1
32,435000,3,2.0,1.0,12,941.0,1
32,348000,2,2.0,1.0,12,732.0,0
40,3300000,3,4.0,2.0,16,3897.0,1
9,625000,1,1.0,1.0,16,550.0,0
40,2200000,3,4.0,2.0,12,2174.0,1
42,1300000,3,4.0,1.0,12,1700.0,1
76,738000,2,2.0,1.0,12,991.0,3
76,700000,2,2.0,1.0,12,991.0,3
40,490000,1,1.0,1.0,12,700.0,1
42,1250000,3,3.0,1.0,12,1700.0,1
32,460000,3,2.0,2.0,16,852.0,1
0,890000,2,2.0,1.0,12,1150.0,0
0,920000,2,2.0,1.0,12,1200.0,1
18,430000,3,2.0,2.0,0,1700.0,2
32,720000,3,2.0,2.0,12,1048.0,1
39,2400000,4,5.0,3.0,12,3029.0,1
0,1500000,3,3.0,1.0,12,2100.0,1
32,419000,3,2.0,1.0,8,920.0,0
18,460000,3,2.0,1.0,12,1142.0,2
71,1250000,7,5.0,2.0,15,3900.0,1
18,340000,3,2.0,1.0,8,830.0,1
18,465000,4,2.0,1.0,12,1142.0,2
33,225000,3,2.0,1.0,13,780.0,1
40,3095100,3,4.0,3.0,12,3439.0,1
40,1270000,3,2.0,2.0,16,1184.0,0
47,3880000,5,7.0,3.0,12,4537.0,1
19,4000000,3,5.0,3.0,12,4338.0,1
40,1420000,2,2.0,1.0,12,976.0,1
69,23000000,5,6.0,6.0,9,20000.0,1
76,440000,3,2.0,2.0,3,14.0,2
32,680000,2,2.0,2.0,12,1164.0,0
32,880000,2,2.0,2.0,12,1488.0,0
32,710000,3,2.0,2.0,12,1168.0,1
32,1250000,4,5.0,3.0,12,2338.0,0
45,735000,3,2.0,2.0,12,1607.0,1
32,510000,3,2.0,1.0,12,1407.0,0
48,620000,3,2.0,2.0,17,1600.0,1
45,435000,3,2.0,1.0,12,980.0,1
11,539000,4,2.0,1.0,12,1087.0,0
61,520000,4,2.0,2.0,12,1313.0,1
61,520000,3,2.0,2.0,12,1313.0,3
61,425000,3,3.0,1.0,12,1335.0,1
61,730000,6,3.0,4.0,12,2500.0,1
61,535000,4,2.0,2.0,12,1313.0,1
40,1430000,2,2.0,1.0,16,1055.0,0
32,418000,3,2.0,1.0,16,852.0,1
45,440000,3,2.0,2.0,12,1075.0,2
40,2700000,3,4.0,2.0,16,3300.0,1
23,730000,2,2.0,2.0,16,1076.0,0
7,315000,3,2.0,1.0,12,870.0,1
31,520000,3,2.0,1.0,12,1215.0,1
31,550000,3,2.0,1.0,12,1272.0,0
11,1630000,3,4.0,3.0,12,1878.0,1
26,457000,3,2.0,1.0,12,800.0,0
26,530000,3,2.0,1.0,12,1170.0,0
32,480000,1,1.0,1.0,16,775.0,0
67,1400000,3,4.0,2.0,17,2500.0,1
11,950000,3,3.0,2.0,12,1508.0,0
0,1950000,3,3.0,1.0,12,1970.0,0
47,1280000,2,2.0,1.0,16,973.0,0
41,450000,3,2.0,1.0,0,22.0,2
73,800000,3,2.0,1.0,12,1478.0,0
50,570000,4,3.0,2.0,2,20.0,2
47,1300000,2,2.0,1.0,16,983.0,0
42,1300000,3,3.0,1.0,12,1700.0,0
42,1200000,3,4.0,1.0,12,1700.0,1
31,570000,3,2.0,2.0,12,1011.0,1
32,1420000,2,2.0,2.0,12,2378.0,2
26,830000,3,3.0,2.0,12,1356.0,0
14,1200000,3,4.0,2.0,12,2008.0,1
32,370000,3,2.0,1.0,8,968.0,1
32,390000,3,2.0,2.0,16,950.0,1
47,1300000,3,3.0,3.0,12,1756.0,0
41,438000,3,2.0,1.0,16,1137.0,1
47,1880000,3,4.0,2.0,12,2243.0,1
61,1480000,4,5.0,2.0,9,40.0,0
11,555000,3,2.0,2.0,12,1050.0,1
58,700000,3,2.0,1.0,12,1250.0,0
11,690000,3,3.0,2.0,12,1454.0,0
40,950000,2,2.0,1.0,12,1150.0,0
68,598000,3,2.0,2.0,12,1110.0,0
65,379000,2,2.0,1.0,16,800.0,1
9,630000,2,2.0,1.0,12,1100.0,0
9,440000,1,1.0,1.0,12,758.0,0
61,270000,2,2.0,1.0,12,650.0,2
59,520000,3,2.0,1.0,12,948.0,1
37,824000,2,2.0,1.0,12,778.0,1
37,926000,2,2.0,1.0,12,895.0,1
37,710000,2,2.0,1.0,12,697.0,1
40,2091000,3,2.0,1.0,12,1114.0,1
40,1257000,2,2.0,1.0,12,736.0,1
40,1891000,3,2.0,1.0,12,971.0,1
40,1589000,2,2.0,1.0,12,801.0,1
59,790000,4,3.0,5.0,2,2000.0,2
59,1180000,4,4.0,6.0,2,1760.0,0
59,650000,3,2.0,2.0,12,1355.0,2
59,650000,3,2.0,1.0,12,1080.0,1
31,500000,3,2.0,1.0,16,1030.0,1
31,419000,3,2.0,1.0,16,1030.0,1
31,640000,3,3.0,1.0,12,1500.0,2
59,1300000,7,6.0,4.0,4,35.0,0
47,1400000,3,2.0,1.0,12,1496.0,1
18,500000,3,2.0,2.0,12,1018.0,1
64,850000,3,3.0,2.0,12,1690.0,1
22,11800000,5,6.0,6.0,9,8000.0,0
18,650000,4,3.0,2.0,2,20.0,1
19,2000000,4,4.0,3.0,12,3500.0,0
24,1880000,3,4.0,4.0,2,22.0,1
24,1390000,3,2.0,2.0,12,1377.0,1
47,1400000,3,3.0,2.0,12,2002.0,1
6,540000,1,1.0,1.0,16,648.0,2
6,570000,1,1.0,1.0,16,638.0,0
68,430000,3,2.0,1.0,12,938.0,0
61,460000,3,2.0,1.0,12,1133.0,1
45,433000,3,2.0,1.0,12,1004.0,1
61,440000,3,2.0,1.0,12,1075.0,1
18,850000,4,4.0,2.0,2,22.0,1
18,788000,4,3.0,2.0,2,22.0,1
11,480000,3,2.0,1.0,8,1045.0,1
18,310000,3,2.0,1.0,12,820.0,1
18,488000,3,2.0,2.0,17,25.0,1
45,399000,3,2.0,1.0,12,950.0,1
45,435000,3,2.0,1.0,12,1000.0,1
11,620000,3,2.0,2.0,12,1454.0,0
32,815000,4,3.0,2.0,12,1578.0,1
11,620000,3,2.0,2.0,12,1232.0,0
32,800000,3,2.0,2.0,12,1392.0,1
40,3900000,3,5.0,2.0,12,3660.0,1
73,5500000,5,4.0,4.0,9,6000.0,1
47,1250000,3,3.0,2.0,12,1605.0,0
47,2150000,3,4.0,3.0,12,2535.0,1
47,1700000,3,4.0,2.0,12,2970.0,0
47,2650000,4,4.0,3.0,12,2906.0,0
24,1850000,3,4.0,2.0,12,1690.0,1
45,495000,2,2.0,2.0,12,935.0,1
47,1750000,3,4.0,3.0,12,2648.0,1
47,1200000,3,4.0,2.0,12,1980.0,1
47,1720000,3,3.0,2.0,12,2073.0,2
47,1150000,4,4.0,2.0,12,2208.0,0
11,750000,3,2.0,3.0,12,1328.0,0
0,9700000,3,3.0,2.0,16,1435.0,0
73,4650000,5,4.0,4.0,9,6000.0,1
40,4000000,3,5.0,2.0,12,3767.0,1
75,659999,3,2.0,1.0,16,1160.0,0
8,1200000,3,2.0,2.0,16,1032.0,0
65,530000,3,2.0,1.0,12,1044.0,1
71,450000,3,2.0,1.0,16,1007.0,1
18,2600000,7,6.0,4.0,9,5877.0,0
47,1100000,3,3.0,2.0,12,1690.0,0
19,1750000,2,2.0,1.0,16,1442.0,0
47,1730000,4,4.0,3.0,12,2318.0,0
47,670000,2,2.0,1.0,16,913.0,1
40,3500000,3,5.0,2.0,12,3294.0,1
47,1020000,2,2.0,1.0,16,926.0,0
1,980000,1,2.0,1.0,16,942.0,0
47,11900000,6,6.0,5.0,15,10000.0,1
47,2950000,4,5.0,3.0,12,3668.0,1
18,960000,5,5.0,4.0,4,22.0,1
31,1330000,5,5.0,2.0,4,22.0,1
18,520000,4,2.0,1.0,12,0.0,1
64,950000,3,3.0,2.0,2,22.0,1
18,699000,4,3.0,2.0,2,22.0,2
22,4300000,5,7.0,7.0,9,5328.0,1
5,630000,1,1.0,1.0,12,850.0,1
1,3000000,3,3.0,2.0,12,3270.0,1
1,3300000,3,4.0,3.0,12,3300.0,1
18,780000,3,3.0,2.0,16,1483.0,0
18,499900,4,2.0,1.0,12,1142.0,2
65,345000,3,2.0,1.0,12,800.0,0
61,410000,3,2.0,2.0,12,950.0,2
61,485000,3,2.0,1.0,16,1040.0,1
32,938000,2,3.0,2.0,12,1523.0,0
32,1320000,3,4.0,3.0,12,2128.0,2
32,1420000,3,4.0,3.0,12,2378.0,2
32,1280000,3,4.0,3.0,12,2128.0,2
18,600000,4,4.0,2.0,12,1392.0,1
32,3880000,5,6.0,8.0,12,6503.0,0
59,1400000,3,5.0,4.0,12,1783.0,0
59,950000,3,4.0,1.0,12,1381.0,2
59,950000,3,4.0,2.0,12,1488.0,1
63,2550000,5,4.0,2.0,16,3400.0,0
32,800000,2,2.0,1.0,16,1202.0,0
39,2800000,3,4.0,2.0,16,1873.0,1
9,2450000,2,2.0,1.0,16,1509.0,0
63,720000,3,2.0,1.0,12,1246.0,0
47,680000,1,1.0,1.0,16,634.0,0
76,390000,4,2.0,1.0,8,1140.0,1
40,2510000,3,3.0,2.0,12,1798.0,0
32,750000,3,4.0,2.0,12,1364.0,0
32,650000,3,2.0,1.0,12,1215.0,1
9,900000,2,2.0,1.0,16,722.0,0
64,435000,3,2.0,1.0,12,1385.0,1
37,968000,1,1.0,1.0,16,561.0,1
32,348000,3,2.0,2.0,16,950.0,1
32,680000,3,2.0,3.0,16,1094.0,1
32,590000,2,2.0,2.0,16,852.0,1
11,980000,4,4.0,2.0,12,1513.0,1
40,1450000,2,2.0,1.0,16,1076.0,0
40,1450000,1,1.0,1.0,16,900.0,0
73,900000,3,2.0,1.0,12,1400.0,1
18,499000,2,2.0,1.0,12,1023.0,0
62,1400000,3,3.0,2.0,3,22.0,1
37,1399000,3,3.0,2.0,16,1581.0,0
40,950000,1,1.0,1.0,12,657.0,1
40,1268000,2,2.0,1.0,12,976.0,1
40,1886000,3,3.0,2.0,12,1535.0,1
40,1288000,2,2.0,1.0,12,976.0,1
0,7500000,5,7.0,5.0,9,10500.0,1
71,5500000,5,4.0,4.0,9,10000.0,1
71,2600000,5,6.0,2.0,9,4630.0,1
71,4000000,5,6.0,6.0,9,10000.0,0
11,260000,1,1.0,1.0,12,775.0,2
18,580000,4,3.0,2.0,2,1170.0,1
32,550000,4,3.0,2.0,2,1540.0,2
32,360000,3,2.0,1.0,8,949.0,1
64,2480000,5,6.0,2.0,9,6000.0,1
11,4660000,6,6.0,3.0,9,5798.0,3
62,990000,4,3.0,2.0,3,22.0,1
11,418000,3,2.0,1.0,8,935.0,1
32,400000,3,2.0,1.0,8,1143.0,1
71,2300000,6,6.0,3.0,6,26.0,1
76,420000,3,2.0,1.0,3,14.0,2
0,2000000,4,4.0,5.0,4,2164.0,1
0,1500000,5,3.0,3.0,4,24.0,1
41,510000,3,2.0,1.0,8,1138.0,0
71,1150000,4,3.0,3.0,2,25.0,0
71,950000,2,3.0,2.0,2,22.0,1
71,850000,3,3.0,2.0,2,20.0,2
11,370000,3,2.0,1.0,12,1465.0,2
0,2100000,5,5.0,4.0,2,4090.0,1
47,1450000,4,3.0,2.0,12,2170.0,1
73,1730000,2,3.0,2.0,16,1444.0,1
5,7500000,3,4.0,3.0,12,4025.0,1
71,600000,3,3.0,2.0,16,1253.0,0
61,1100000,3,3.0,2.0,12,1523.0,0
61,460000,3,2.0,2.0,16,1002.0,0
19,1400000,3,4.0,2.0,12,2630.0,0
47,4280000,6,6.0,4.0,15,3110.0,1
61,660000,3,2.0,2.0,12,1092.0,1
45,528000,3,2.0,2.0,12,1313.0,2
41,800000,4,3.0,3.0,2,22.0,1
41,430000,4,2.0,3.0,0,20.0,1
40,2300000,2,2.0,1.0,16,1325.0,0
40,1347906,1,1.0,1.0,12,657.0,1
40,1190000,1,1.0,1.0,16,880.0,0
40,1500000,1,1.0,1.0,16,880.0,0
45,460000,3,2.0,1.0,16,935.0,0
41,670000,4,2.0,2.0,0,22.0,1
63,6500000,6,5.0,6.0,9,6400.0,1
47,6500000,6,6.0,6.0,9,6400.0,1
5,6850000,3,4.0,3.0,12,4025.0,1
33,330000,3,2.0,1.0,8,950.0,0
40,2150000,2,2.0,1.0,16,1270.0,0
64,688000,3,4.0,2.0,12,1541.0,1
11,570000,2,2.0,2.0,12,1076.0,0
11,310000,2,1.0,1.0,8,762.0,0
64,515000,3,2.0,2.0,12,1065.0,1
64,600000,3,2.0,2.0,12,1257.0,1
64,515000,3,2.0,1.0,16,980.0,1
45,480000,3,2.0,2.0,16,935.0,0
9,988000,1,1.0,1.0,16,818.0,0
47,950000,3,3.0,1.0,12,1828.0,1
45,680000,3,3.0,2.0,12,1421.0,1
32,638000,3,2.0,2.0,12,935.0,0
32,599000,2,2.0,1.0,16,852.0,1
39,2080000,2,3.0,1.0,16,1625.0,0
39,4400000,4,5.0,4.0,16,3283.0,1
18,745000,3,2.0,2.0,12,1300.0,1
18,780000,3,2.0,2.0,12,1280.0,1
48,5500000,5,6.0,6.0,9,14498.0,1
45,898000,3,4.0,2.0,12,1477.0,1
48,1430000,4,3.0,2.0,2,2080.0,0
59,520000,3,2.0,2.0,12,1081.0,0
32,360000,3,2.0,1.0,16,950.0,0
40,9250000,5,6.0,3.0,16,5770.0,0
40,9900000,5,7.0,3.0,16,7300.0,0
40,8680000,3,4.0,2.0,12,3218.0,1
37,1170000,2,2.0,1.0,16,717.0,1
53,860000,3,2.0,2.0,12,1253.0,0
5,2450000,4,6.0,3.0,12,3414.0,1
18,399000,2,2.0,1.0,12,1060.0,1
0,300000,3,2.0,1.0,17,900.0,1
18,520000,3,2.0,1.0,12,1100.0,0
42,820000,5,4.0,4.0,1,3584.0,1
32,890000,3,2.0,1.0,12,1550.0,1
61,600000,4,2.0,2.0,12,1500.0,1
71,3200000,6,6.0,4.0,9,7046.0,1
40,5000000,5,7.0,5.0,16,6275.0,1
0,3850000,5,6.0,4.0,9,7260.0,1
5,8700000,5,6.0,3.0,9,8700.0,1
22,4100000,5,4.0,3.0,9,7700.0,1
22,10800000,4,5.0,4.0,9,10000.0,1
5,4650000,4,4.0,3.0,9,7600.0,1
5,8300000,6,6.0,4.0,9,13200.0,1
22,12500000,6,7.0,5.0,9,7900.0,0
19,6500000,5,7.0,6.0,9,10672.0,1
5,5850000,4,4.0,4.0,9,7300.0,1
47,2380000,4,4.0,3.0,12,3055.0,0
47,1550000,3,4.0,3.0,12,2648.0,0
0,2150000,3,3.0,2.0,12,1838.0,0
47,700000,2,2.0,1.0,12,1000.0,0
47,1400000,4,4.0,2.0,12,2028.0,1
47,1120000,3,3.0,2.0,16,1650.0,0
47,1800000,3,3.0,3.0,12,2580.0,0
47,1090000,3,3.0,1.0,12,1690.0,0
47,1180000,3,3.0,2.0,12,1668.0,1
47,1150000,4,4.0,2.0,12,1787.0,0
47,880000,3,2.0,1.0,12,1280.0,0
65,680000,3,2.0,3.0,12,1140.0,0
19,700000,2,3.0,2.0,12,1267.0,0
61,260000,1,1.0,1.0,12,580.0,1
73,4000000,4,4.0,7.0,9,5400.0,1
22,11000000,7,4.0,7.0,9,15880.0,1
61,620000,3,2.0,2.0,16,1270.0,1
53,495000,3,2.0,1.0,12,1023.0,0
61,565000,3,2.0,1.0,12,1102.0,1
40,1380000,1,1.0,2.0,16,925.0,1
59,520000,3,2.0,1.0,16,948.0,2
65,2350000,5,5.0,4.0,15,3282.0,1
65,2280000,5,5.0,4.0,15,3282.0,1
41,950000,4,3.0,2.0,2,20.0,1
3,438000,4,2.0,1.0,16,1001.0,0
18,2580000,6,7.0,6.0,9,6518.0,2
5,5500000,6,3.0,4.0,9,6600.0,1
59,1650000,3,5.0,2.0,12,2049.0,1
59,880000,2,3.0,2.0,12,910.0,0
59,1400000,3,5.0,2.0,12,2049.0,2
32,835000,4,3.0,2.0,12,1205.0,1
32,820000,4,2.0,2.0,12,1092.0,1
32,730000,2,2.0,2.0,12,895.0,0
61,550000,3,2.0,2.0,16,1095.0,0
59,500000,3,2.0,2.0,12,1230.0,2
9,1280000,2,2.0,1.0,16,1044.0,0
0,1600000,9,6.0,2.0,9,3670.0,1
47,1900000,4,4.0,2.0,12,1830.0,1
40,4286400,2,2.0,2.0,16,1786.0,0
5,1250000,3,2.0,1.0,12,1521.0,1
25,320000,3,2.0,1.0,8,1016.0,2
32,51281010,20,20.0,30.0,14,60330.0,2
40,2736800,3,3.0,2.0,12,2488.0,1
40,3993000,2,3.0,1.0,16,2420.0,0
58,358000,3,2.0,1.0,8,1007.0,1
2,540000,4,3.0,2.0,2,1200.0,2
47,1000000,2,2.0,2.0,16,926.0,0
67,1180000,3,3.0,2.0,17,2583.0,1
47,1995000,3,4.0,2.0,12,0.0,1
40,4552997,3,4.0,2.0,16,3897.0,0
5,1550000,3,3.0,2.0,12,1808.0,0
24,5000000,5,8.0,4.0,5,6934.0,1
24,1300000,3,2.0,2.0,12,1346.0,1
40,1700000,3,3.0,3.0,12,1525.0,0
24,1930000,3,4.0,2.0,2,20.0,1
24,1330000,2,3.0,3.0,12,1701.0,1
24,3120000,4,6.0,4.0,4,4306.0,1
24,2800000,5,6.0,4.0,5,3656.0,1
47,4400000,5,6.0,3.0,12,3671.0,1
22,9600000,6,8.0,6.0,9,8336.0,1
47,2350000,4,5.0,3.0,12,2906.0,0
24,2850000,3,5.0,4.0,2,3082.0,1
24,4200000,3,6.0,4.0,3,4471.0,1
24,5350000,5,8.0,4.0,5,7000.0,1
24,4690000,5,6.0,4.0,4,6085.0,2
24,3290000,5,7.0,4.0,4,24.0,1
24,1850000,3,4.0,2.0,2,20.0,1
24,2300000,3,4.0,2.0,2,2630.0,1
40,970000,1,1.0,1.0,16,764.0,0
26,1150000,3,4.0,2.0,12,1976.0,1
24,1850000,3,3.0,2.0,2,2500.0,0
24,1700000,3,3.0,2.0,4,1900.0,1
24,2600000,4,5.0,2.0,4,3000.0,1
24,2450000,4,5.0,2.0,4,3200.0,1
24,5200000,5,7.0,4.0,5,6088.0,2
24,1990000,3,4.0,2.0,2,2500.0,1
24,2600000,4,5.0,2.0,4,3400.0,0
26,1300000,3,4.0,2.0,12,2400.0,1
26,1220000,3,4.0,2.0,12,1876.0,1
24,2450000,3,4.0,2.0,2,2500.0,1
24,2880000,3,4.0,2.0,2,2500.0,0
24,3400000,3,5.0,4.0,2,3021.0,1
24,2400000,3,4.0,2.0,4,22.0,1
24,3050000,4,5.0,2.0,2,4000.0,1
24,3500000,4,5.0,2.0,2,4000.0,1
24,3880000,4,6.0,4.0,4,4523.0,1
24,2900000,3,4.0,2.0,2,2630.0,1
24,1800000,3,4.0,2.0,2,20.0,1
24,2600000,3,4.0,2.0,2,2630.0,1
24,2400000,4,6.0,2.0,4,22.0,1
24,2250000,4,4.0,2.0,4,2500.0,0
24,3280000,5,7.0,4.0,4,5448.0,1
24,2800000,3,5.0,4.0,2,3082.0,1
24,1300000,3,3.0,2.0,12,1572.0,1
24,1150000,3,2.0,2.0,12,1421.0,1
24,1580000,3,4.0,2.0,12,2066.0,1
24,1150000,2,3.0,2.0,12,1400.0,1
24,1300000,3,4.0,2.0,12,1572.0,1
24,1600000,3,3.0,2.0,4,1900.0,1
6,830000,3,2.0,1.0,16,990.0,1
6,730000,2,2.0,1.0,16,815.0,1
32,930000,4,5.0,2.0,12,1720.0,1
76,700000,3,2.0,1.0,12,1629.0,1
39,1850000,2,2.0,1.0,16,1400.0,0
11,580000,3,3.0,3.0,12,1003.0,2
3,598000,3,2.0,4.0,2,16.0,1
45,450000,3,2.0,1.0,16,935.0,1
45,445000,3,2.0,1.0,16,935.0,1
3,380000,3,2.0,1.0,16,808.0,1
32,668000,3,2.0,2.0,16,909.0,1
32,500000,2,2.0,1.0,16,645.0,1
63,1020000,3,2.0,1.0,16,1300.0,0
1,1130000,1,1.0,1.0,16,945.0,0
18,950000,2,2.0,1.0,16,850.0,1
18,736000,1,1.0,1.0,8,624.0,1
18,826000,1,1.0,1.0,8,694.0,1
18,1500000,2,2.0,2.0,16,1136.0,1
18,1050000,2,2.0,1.0,16,883.0,1
18,1450000,3,2.0,1.0,16,1405.0,1
18,1800000,3,3.0,2.0,16,1800.0,1
18,947000,2,2.0,1.0,16,947.0,1
0,530000,1,1.0,1.0,16,705.0,0
49,3300000,7,8.0,4.0,9,5000.0,0
68,1250000,4,3.0,2.0,2,1870.0,1
68,630000,3,2.0,1.0,8,1575.0,1
48,700000,3,3.0,2.0,17,1000.0,2
68,600000,3,2.0,1.0,12,1250.0,0
48,780000,2,3.0,2.0,17,1100.0,1
19,880000,3,3.0,2.0,12,1300.0,0
40,1150000,2,2.0,2.0,12,936.0,0
40,4390000,3,4.0,2.0,16,2195.0,2
73,5350000,5,4.0,4.0,9,7200.0,1
59,320000,2,1.0,1.0,16,646.0,2
40,1900000,2,2.0,1.0,16,1087.0,0
47,2253300,4,5.0,3.0,12,2702.0,1
18,588000,4,2.0,1.0,12,1400.0,0
36,230000,3,2.0,1.0,8,657.0,1
59,920000,3,4.0,3.0,12,1381.0,1
65,450000,2,2.0,1.0,12,855.0,1
73,1950000,4,3.0,3.0,2,24.0,1
73,1998000,3,2.0,2.0,1,22.0,0
39,2437500,2,2.0,1.0,16,1625.0,1
2,525000,4,3.0,1.0,2,1200.0,2
18,520000,3,3.0,2.0,2,1300.0,1
37,300000,3,2.0,1.0,12,882.0,2
40,7700000,3,5.0,4.0,16,2605.0,2
32,390000,3,2.0,2.0,16,950.0,0
32,335000,3,2.0,1.0,16,950.0,2
32,535000,3,2.0,1.0,16,900.0,1
32,650000,3,2.0,1.0,16,1030.0,1
32,520000,3,2.0,1.0,16,900.0,1
47,688000,1,1.0,1.0,16,672.0,0
47,580000,2,2.0,2.0,16,745.0,0
47,1450000,3,4.0,2.0,12,2002.0,1
47,2985300,3,5.0,3.0,12,3317.0,0
50,825000,4,2.0,2.0,0,2597.0,1
68,199000,2,1.0,1.0,8,600.0,2
0,1390000,4,4.0,4.0,12,0.0,0
61,499000,3,2.0,2.0,12,1200.0,0
47,1380000,3,4.0,2.0,12,1733.0,0
6,730000,2,2.0,1.0,16,825.0,1
59,375000,3,2.0,1.0,8,1016.0,1
65,620000,2,2.0,2.0,16,1025.0,1
40,3616800,3,3.0,2.0,16,3897.0,1
37,2185000,2,2.0,2.0,16,2185.0,0
37,2745000,3,5.0,2.0,16,2745.0,0
40,3500000,3,5.0,2.0,16,3897.0,1
40,3800000,3,5.0,2.0,16,3897.0,1
37,1100000,3,2.0,1.0,16,1281.0,0
